KIC,Teff,log(g),Mass,Prot,e_Prot,n_Prot,Rper,LPH,w,Ref,_RA,_DE,kepid,kepmag,dutycycle,dataspan,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,cdppslplong,cdppslpshrt,r,logr
4760242,5542,4.18,0.976,9.677,0.037,   ,11921.23,1.38,0.7294,0,295.37659,39.80837,4760242,13.931,0.6978999999999999,1458.931,148.041,136.836,133.817,129.026,126.7,122.69,121.559,120.86,122.407,124.129,127.97,131.85,133.393,141.406,0.2072199999999999,-0.2801199999999999,11921.23,4.07632106703627
4760493,6256,4.8,1.1893,3.066,0.039,   ,2290.37,0.545,0.3785,0,295.4313,39.81667,4760493,14.652,0.6981,1458.931,213.003,193.107,185.682,176.826,173.163,168.481,167.073,167.16,170.789,176.366,183.89,191.271,193.747,205.761,0.2706399999999999,-0.3388999999999999,2290.37,3.359905646522543
4760642,5568,4.74,0.983,15.03,0.215,   ,5032.78,0.645,0.4282,0,295.45972,39.83936,4760642,15.361,0.698,1458.931,314.208,277.847,259.98,241.256,230.516,212.174,204.696,195.303,185.509,178.493,173.574,171.463,171.114,170.086,-0.12827,-0.60067,5032.78,3.7018079463172104
4760660,5192,4.69,0.8839,21.181,0.363,   ,4247.43,1.002,0.592,0,295.46301,39.89416,4760660,15.689,0.6978999999999999,1458.931,399.088,353.172,331.068,306.492,289.889,262.769,252.478,237.347,220.324,209.681,201.319,193.521,192.164,185.354,-0.2550299999999999,-0.6528,4247.43,3.6281262301863473
4760900,5212,4.9,0.8891,14.305,0.244,   ,8988.92,1.231,0.6977,0,295.5119,39.80791,4760900,14.402,0.698,1458.931,180.661,162.448,153.74,144.561,139.646,131.655,128.72,125.682,123.032,122.019,122.871,125.905,127.002,132.442,0.10649,-0.4912599999999999,8988.92,3.9537075152909265
4760945,5170,4.77,0.8782,6.152,0.098,   ,35803.02,1.663,0.749,0,295.52264,39.83808,4760945,15.534,0.6973,1458.931,396.861,359.596,344.24,328.968,321.581,310.77,308.705,308.122,312.805,320.908,332.488,346.944,351.332,375.497,0.2639,-0.35514,35803.02,4.553919661113653
4760946,6344,4.14,1.2196,2.84,0.0,   ,1040.1,1.083,0.6572,0,295.52301,39.83233,4760946,12.97,0.6976999999999999,1458.931,99.939,91.844,89.328,85.56999999999998,83.54999999999998,79.54699999999998,77.784,75.04999999999998,71.824,68.865,66.832,64.911,64.37,61.484,-0.22009,-0.35674,1040.1,3.0170750963760593
4760952,5923,4.75,1.0837,8.477,0.061,SM1,2229.15,0.513,0.3459,0,295.52423,39.87528,4760952,14.661,0.698,1458.931,222.161,197.523,185.456,173.06,165.909,154.32,149.965,144.536,140.883,138.938,139.112,140.951,141.657,146.532,0.05414,-0.5595,2229.15,3.348139293235937
4761046,5562,4.59,0.9814,40.691,1.122,   ,4598.59,0.52,0.2598,0,295.54465,39.89952,4761046,14.879,0.6651,1238.002,310.101,277.784,262.653,246.265,237.382,220.016,213.637,204.387,195.864,189.503,184.854,180.906,180.351,175.489,-0.1580199999999999,-0.53349,4598.59,3.662624690575322
4761084,5451,4.45,0.9517,20.731,0.812,   ,1353.44,0.574,0.4101,0,295.55127,39.82986,4761084,13.691,0.698,1458.931,119.642,106.533,100.134,93.238,89.058,81.787,78.97799999999998,74.637,70.422,67.392,65.831,64.669,64.413,63.099,-0.1556599999999999,-0.5943399999999999,1353.44,3.131439007615581
4761142,5456,4.45,0.953,24.858,0.495,   ,2100.23,0.578,0.3894,0,295.56094,39.87791,4761142,13.569,0.698,1458.931,114.526,102.243,96.055,89.51699999999998,85.406,78.522,75.959,72.50199999999998,68.648,66.244,65.571,64.85,64.822,64.637,-0.08509,-0.59537,2100.23,3.3222668577154404
4761172,4770,4.69,0.774,27.185,0.613,   ,4291.89,0.433,0.2742,0,295.56854,39.89562,4761172,15.716,0.698,1458.931,408.922,359.654,335.44,310.314,293.992,265.641,254.224,238.447,221.213,209.521,200.745,194.88,193.547,187.512,-0.24098,-0.65909,4291.89,3.632648582584407
4761207,4615,4.55,0.7323,28.424,0.455,   ,6443.44,0.876,0.5342,0,295.57864,39.89121,4761207,14.79,0.6978999999999999,1458.931,237.338,212.2,199.482,186.487,179.145,165.068,159.761,152.893,144.772,137.07,133.58,130.137,129.124,122.28,-0.23018,-0.56742,6443.44,3.80911778881142
4761269,6468,3.86,1.2643,2.493,0.0,   ,1607.78,1.592,0.7698,0,295.59293,39.85003,4761269,11.519,0.6983,1458.931,91.434,86.18099999999998,84.799,82.065,80.837,77.509,76.003,73.628,70.937,68.343,66.202,64.353,63.783,61.081,-0.21417,-0.27411,1607.78,3.2062266219481046
4761373,5220,4.51,0.8912,16.955,0.116,   ,6392.78,0.764,0.4671,0,295.61639,39.86602,4761373,14.711,0.6978999999999999,1458.931,222.191,199.498,188.678,177.187,170.475,159.505,154.718,149.524,144.86,141.827,141.925,141.408,141.371,143.141,-0.01792,-0.51843,6392.78,3.8056897589575573
4761588,5865,4.44,1.0666,20.472,0.305,   ,1118.78,0.534,0.3454,0,295.65591,39.84001,4761588,13.54,0.6976999999999999,1458.931,108.371,96.166,90.329,84.233,80.266,74.17799999999998,71.65,68.167,64.736,62.64,61.26,60.348,60.266,59.644,-0.12024,-0.58488,1118.78,3.0487446940533736
4761862,5966,4.08,1.0966,15.769,1.231,   ,3511.43,0.878,0.5209,0,295.71069,39.88146,4761862,12.043,0.6978999999999999,1458.931,54.779,51.813,51.38,49.81,49.366,47.527,46.84,47.149,47.498,48.499,49.781,50.812,51.284,54.105,0.1812,-0.22753,3511.43,3.545484015222262
4762130,5918,4.56,1.0822,0.797,0.0,   ,55031.15,1.374,0.6948,0,295.76193,39.87315,4762130,14.938,0.6956,1458.931,483.793,503.881,545.845,576.794,606.377,621.598,621.038,626.357,627.959,609.441,589.077,570.14,564.498,533.175,-0.2338099999999999,0.71293,55031.15,4.74060858846872
4762445,5855,4.51,1.0636,12.115,0.068,   ,7621.53,1.071,0.6333,0,295.82367,39.82848,4762445,15.542,0.6652,1238.002,365.038,325.02,305.703,285.757,273.437,253.253,245.569,235.6,225.339,218.525,217.053,216.467,216.721,219.497,-0.03827,-0.56517,7621.53,3.882042163446895
4762608,6022,4.57,1.1138,6.769,0.07,   ,3574.25,0.948,0.589,0,295.85721,39.88899,4762608,14.027,0.6981,1458.931,144.772,131.224,125.629,119.351,116.061,112.462,111.044,110.463,111.522,114.618,118.461,122.978,124.454,132.72,0.2486599999999999,-0.38002,3574.25,3.5531849258482238
4762609,5172,4.41,0.8788,16.901,0.161,   ,5205.69,0.925,0.5551,0,295.8573,39.86548,4762609,13.872,0.6978999999999999,1458.931,141.411,128.475,122.333,115.501,111.511,104.877,101.894,98.238,95.145,93.114,93.09,93.175,93.382,95.258,0.00023,-0.48131,5205.69,3.716478302210026
4762986,5832,4.36,1.0569,4.675,0.033,   ,22450.66,1.388,0.7301,0,295.93207,39.82093,4762986,14.68,0.6982,1458.931,237.857,220.77,215.987,209.758,208.618,207.739,208.825,213.53,224.516,237.896,254.217,271.119,276.28,298.461,0.4195599999999999,-0.16356,22450.66,4.351229112829088
4764033,5482,3.86,0.9599,25.133,3.53,   ,2201.5,0.539,0.3643,0,296.13611,39.83474,4764033,13.015,0.6976999999999999,1458.931,84.049,75.209,71.021,66.759,64.023,59.65,57.954,55.632,53.317,51.447,49.984,48.898,48.821,48.671,-0.1409199999999999,-0.53219,2201.5,3.3427186897955448
4764523,6228,4.73,1.1799,6.546,0.024,   ,997.84,0.703,0.5066,0,296.23584,39.8793,4764523,13.606,0.6978999999999999,1458.931,115.145,101.946,95.35400000000001,88.693,84.57899999999998,77.587,75.489,72.894,70.175,67.022,65.216,64.081,63.775,62.529,-0.1647899999999999,-0.6066399999999998,997.84,2.9990609093356584
4764960,5381,4.73,0.9332,7.195,0.068,   ,7325.77,0.54,0.3139,0,296.3204,39.85779,4764960,15.479,0.6651,1238.002,609.205,573.689,568.948,550.727,537.309,507.212,493.423,474.299,446.638,423.167,409.221,398.695,395.166,382.692,-0.22083,-0.3178699999999999,7325.77,3.864853279425597
4764969,6239,4.27,1.1836,7.211,0.038,   ,2715.83,1.195,0.656,0,296.32202,39.85605,4764969,12.361,0.6976999999999999,1458.931,130.535,135.236,143.218,148.129,152.769,151.026,148.981,146.367,143.055,139.036,136.269,133.83,133.378,132.16,-0.1186799999999999,0.36385,2715.83,3.433902581377018
4768149,5319,4.53,0.9169,7.235,0.026,   ,5114.14,1.029,0.5613,0,296.98193,39.89784,4768149,14.48,0.8734,1458.931,196.476,176.321,167.165,157.33,152.231,142.712,139.165,134.965,131.476,129.991,130.374,131.079,131.426,135.173,0.03591,-0.4909299999999999,5114.14,3.708772612699945
4768583,5385,4.3,0.9342,5.941,0.249,   ,8815.17,1.278,0.6679,0,297.07794,39.86043,4768583,13.805,0.8735,1458.931,141.161,129.81,126.466,121.744,120.203,118.118,117.851,119.505,124.782,131.441,139.091,146.659,148.969,160.356,0.36492,-0.2451599999999999,8815.17,3.9452306920579177
4768671,4455,4.66,0.6876,21.938,0.091,   ,16677.95,1.341,0.6603,0,297.09875,39.80588,4768671,15.265,0.8736,1458.931,313.103,276.374,257.727,238.266,226.773,207.907,200.415,189.637,179.856,173.581,169.658,167.585,167.24,165.788,-0.11859,-0.62914,16677.95,4.2221426675006235
4768708,6023,4.2,1.1141,9.296,0.369,   ,929.89,0.362,0.2674,0,297.10742,39.84275,4768708,12.987,0.8735,1458.931,80.63599999999998,72.129,68.12,63.863,61.602,58.033,56.669,54.756,53.424,53.147,53.464,54.123,54.495,56.655,0.07942,-0.5046199999999998,929.89,2.968431577351267
4768794,4586,4.62,0.7243,20.734,0.624,   ,15266.24,1.117,0.657,0,297.12537,39.88208,4768794,15.812,0.8722999999999999,1238.002,501.441,451.69,430.57,406.287,390.566,361.744,348.787,330.844,313.344,302.678,294.971,289.418,287.877,283.634,-0.1469699999999999,-0.5151799999999999,15266.24,4.183732085626893
4769007,5815,3.71,1.052,3.612,0.018,   ,1146.5,0.767,0.4561,0,297.1669,39.83046,4769007,13.373,0.8736,1458.931,141.315,131.614,128.909,125.054,123.507,120.09,118.642,116.38,112.707,108.014,105.311,100.923,99.532,92.001,-0.281,-0.23626,1146.5,3.0593740590659575
4769169,5100,4.48,0.8601,20.467,0.077,   ,6839.25,0.845,0.5339,0,297.19897,39.84796,4769169,14.873,0.8735,1458.931,262.375,233.564,220.273,205.747,197.013,182.556,175.405,165.296,155.185,147.91,144.409,142.174,141.21,138.252,-0.16219,-0.5602099999999999,6839.25,3.835008479100199
4769228,4668,4.56,0.7467,12.825,0.016,   ,16872.7,1.492,0.7364,0,297.21338,39.81907,4769228,15.517,0.872,1238.002,400.627,361.12,342.306,321.793,309.167,288.505,280.956,269.565,260.999,253.58,250.678,250.509,250.345,254.127,-0.04112,-0.52237,16872.7,4.227184584739436
4769372,5446,4.45,0.9503,14.524,0.064,   ,13571.32,1.481,0.6983,0,297.23907,39.89762,4769372,14.738,0.8735,1458.931,234.149,210.197,200.04,188.922,182.526,172.793,168.87,164.148,159.271,157.034,158.051,159.483,160.501,167.531,0.06714,-0.4621299999999999,13571.32,4.132622090904838
4769794,5111,4.75,0.863,22.387,0.248,   ,6819.01,0.959,0.5785,0,297.31604,39.89988,4769794,15.951,0.8722999999999999,1238.002,529.051,465.859,435.759,404.617,384.935,350.325,335.978,314.88,295.235,282.644,272.829,265.666,263.637,255.902,-0.2084399999999999,-0.62582,6819.01,3.8337213273329795
4769998,5137,4.4,0.8697,22.328,0.11,   ,18058.57,1.046,0.5908,0,297.35571,39.82831,4769998,14.664,0.8732999999999999,1458.931,222.913,198.052,186.654,174.3,167.189,154.853,150.556,144.2,139.141,136.004,135.16,134.434,134.484,135.76,-0.03771,-0.5574,18058.57,4.256683356957686
4770022,5473,4.84,0.9575,14.048,0.023,   ,9432.44,1.193,0.672,0,297.35925,39.86698,4770022,15.464,0.8734,1458.931,373.376,332.553,313.561,291.953,277.989,256.246,247.596,234.85,221.622,213.973,210.263,208.524,208.485,208.623,-0.08817,-0.59106,9432.44,3.9746240513231483
4770187,5345,4.37,0.9237,22.385,0.026,   ,5187.99,0.687,0.4816,0,297.39633,39.89324,4770187,14.99,0.8736,1458.931,282.159,252.639,239.104,224.003,214.572,198.829,192.121,183.752,174.624,167.754,163.08,159.602,158.642,156.909,-0.15966,-0.54962,5187.99,3.7149991302977394
4770260,5418,4.38,0.9429,18.879,0.127,   ,6342.23,0.873,0.5669,0,297.41092,39.85483,4770260,14.535,0.8734,1458.931,211.058,190.36,181.266,170.603,163.57,152.191,148.803,143.088,136.357,133.029,131.901,131.525,131.377,132.673,-0.04121,-0.52268,6342.23,3.8022419875995546
4770372,4983,4.21,0.8298,33.535,1.467,   ,2891.24,0.493,0.3151,0,297.43112,39.87618,4770372,12.227,0.8737,1458.931,59.459,53.922,51.472,48.849,47.501,45.076,44.23,43.094,41.876,41.187,41.308,41.896,42.049,42.997,0.04145,-0.42759,2891.24,3.4610841436767026
4770589,5696,4.65,1.0182,7.017,0.027,   ,6683.59,1.181,0.6592,0,297.47226,39.89596,4770589,14.904,0.8738,1458.931,261.087,233.466,221.518,208.01,200.396,188.25,183.155,176.918,171.416,169.019,169.671,171.946,172.966,179.661,0.06475,-0.5009299999999999,6683.59,3.8250098005572344
4770674,5564,4.52,0.982,4.561,0.011,   ,2000.78,1.262,0.6655,0,297.48688,39.88286,4770674,14.664,0.8735,1458.931,214.536,189.583,177.104,164.447,156.641,143.481,138.408,130.804,123.541,118.32,115.109,112.376,112.155,111.127,-0.15844,-0.6165199999999998,2000.78,3.301199337492413
4770881,4946,4.41,0.8202,21.366,0.295,   ,10779.32,0.887,0.5567,0,297.52499,39.88619,4770881,14.245,0.8736,1458.931,185.783,165.891,156.306,145.455,138.423,127.827,123.796,118.488,112.908,109.782,108.241,108.111,108.062,109.893,-0.04365,-0.59323,10779.32,4.032591364787413
4771030,6216,4.44,1.1759,1.198,0.007,   ,672.97,0.743,0.4685,0,297.55435,39.80817,4771030,12.654,0.8732999999999999,1458.931,37.062,33.217,31.982,30.297,29.457,28.595,28.122,27.527,26.732,25.721,24.618,23.28,22.848,20.224,-0.38794,-0.37045,672.97,2.827995704454503
4771183,5111,4.77,0.863,28.372,0.541,   ,3442.53,0.589,0.4021,0,297.58502,39.88638,4771183,14.771,0.8736,1458.931,229.119,203.383,191.124,177.886,169.565,155.245,149.525,141.538,132.938,126.761,121.641,118.882,118.515,116.093,-0.20003,-0.60382,3442.53,3.5368777336138377
4771196,5277,4.49,0.906,14.475,0.043,   ,12744.81,1.426,0.6964,0,297.58719,39.85047,4771196,14.905,0.8736,1458.931,265.28,239.827,227.404,213.287,204.416,190.727,185.375,178.03,170.777,168.201,166.872,166.882,166.755,167.327,-0.02964,-0.5356199999999999,12744.81,4.1053333653787165
4771201,5720,4.42,1.025,18.077,0.129,   ,2575.78,0.726,0.4798,0,297.58911,39.87709,4771201,14.61,0.8734,1458.931,211.907,188.648,177.45,165.071,157.485,145.439,140.857,132.966,125.563,121.838,118.293,116.625,116.211,114.923,-0.13255,-0.58879,2575.78,3.4109087667366134
4771241,4860,4.55,0.7978,27.121,1.008,   ,5084.93,0.547,0.3684,0,297.59674,39.84829,4771241,15.772,0.8724,1238.002,443.334,390.776,363.792,334.97,317.001,285.963,273.521,255.648,237.46,224.127,214.73,208.59,206.586,196.794,-0.26629,-0.6790899999999999,5084.93,3.7062849787291703
4771705,5176,4.81,0.8798,9.01,0.102,   ,8249.58,1.28,0.6744,0,297.68765,39.89901,4771705,15.642,0.8735,1458.931,416.376,367.962,344.176,320.812,306.765,280.547,270.249,255.561,241.742,231.984,226.229,222.255,220.996,219.172,-0.1447,-0.5990699999999999,8249.58,3.9164318384498573
4771930,4537,4.47,0.7107,8.53,0.03,SM1,22506.59,1.366,0.6948,0,297.72903,39.80006,4771930,15.999,0.8710999999999999,1238.002,615.035,560.063,538.311,511.45,498.338,475.848,466.485,455.555,443.459,437.942,436.264,436.219,437.583,447.388,0.0065,-0.3971899999999999,22506.59,4.352309699515517
4771949,4862,4.52,0.7983,6.061,0.093,   ,12162.54,1.471,0.7277,0,297.73322,39.80532,4771949,14.349,0.8716,1458.931,216.026,198.391,192.296,184.039,180.357,173.942,171.58,168.555,166.412,166.594,169.959,174.17,175.754,185.498,0.1544399999999999,-0.3299099999999999,12162.54,4.08502428158068
4772599,6162,4.25,1.1581,2.56,0.013,   ,941.37,1.107,0.6356,0,297.86295,39.81131,4772599,12.1,0.8739,1458.931,99.895,95.154,94.559,92.46700000000001,91.738,89.375,88.138,86.61499999999998,84.16299999999998,81.17,78.399,76.049,75.412,70.238,-0.25094,-0.1692299999999999,941.37,2.973760353900409
4772808,6059,4.35,1.1253,6.319,0.026,   ,2055.23,0.977,0.6049,0,297.91037,39.85724,4772808,13.547,0.8735,1458.931,120.095,108.897,104.6,99.744,97.771,94.549,93.808,93.387,94.98,97.145,100.493,104.229,105.454,111.296,0.23132,-0.3464499999999999,2055.23,3.3128604306604728
4772834,5386,4.02,0.9345,13.635,0.03,   ,18424.6,1.153,0.6783,0,297.9147,39.86733,4772834,12.925,0.8734,1458.931,95.48200000000001,87.882,85.53199999999998,82.15,81.027,78.964,78.38899999999998,78.822,80.88599999999998,83.64199999999998,87.13899999999998,91.286,92.73500000000001,98.963,0.2938299999999999,-0.2737999999999999,18424.6,4.265398068054646
4773100,6049,4.25,1.1221,22.677,0.592,   ,891.39,0.592,0.336,0,297.97229,39.86855,4773100,12.61,0.8735,1458.931,71.563,64.792,61.927,58.608,56.953,54.166,53.279,52.527,52.381,52.686,53.501,54.347,54.552,56.12,0.09978,-0.42964,891.39,2.9500677576734473
4773240,5757,4.54,1.0354,4.202,0.004,   ,17524.36,1.5,0.7689,0,298.00049,39.88727,4773240,15.236,0.8722999999999999,1238.002,339.332,312.333,303.627,291.396,286.491,276.062,273.475,273.867,280.792,291.135,304.565,317.394,322.054,343.164,0.29114,-0.3100299999999999,17524.36,4.243642166236769
4773282,6093,4.18,1.136,42.676,0.119,   ,823.59,0.71,0.3506,0,298.00873,39.88222,4773282,12.24,0.8738,1458.931,87.453,80.176,77.45699999999998,74.11199999999998,72.449,69.496,68.275,66.643,64.822,63.089,61.955,61.552,61.507,60.806,-0.09019,-0.35358,823.59,2.9157110647901114
4773369,4601,4.49,0.7284,35.055,2.597,   ,5331.16,0.474,0.325,0,298.02661,39.86039,4773369,15.59,0.8736,1458.931,384.935,338.453,315.45,291.696,277.181,252.057,241.814,225.929,209.992,197.96,189.134,182.658,180.824,172.036,-0.28566,-0.6438099999999999,5331.16,3.7268217168664313
4773376,5798,4.57,1.0471,5.977,0.088,   ,15340.92,1.28,0.6972,0,298.0285,39.81613,4773376,15.27,0.8735,1458.931,348.465,315.897,303.17,288.257,282.494,273.305,269.451,267.783,271.244,277.763,288.597,300.729,305.425,326.664,0.2694199999999999,-0.3556,15340.92,4.18585140517636
4773395,5644,4.81,1.0038,10.423,0.015,   ,9228.71,1.24,0.7007,0,298.03369,39.86158,4773395,15.394,0.8735,1458.931,358.518,318.809,300.36,280.899,269.055,248.274,240.647,230.359,220.64,214.701,211.998,210.857,210.971,213.878,-0.04977,-0.5645799999999999,9228.71,3.965140999071922
4773427,5386,4.07,0.9345,27.943,6.062,   ,3253.64,0.56,0.3613,0,298.04224,39.86799,4773427,13.001,0.8736,1458.931,91.835,84.379,82.02599999999998,78.06699999999998,76.15699999999998,72.15,70.322,67.554,65.068,62.945,62.941,62.971,63.026,62.993,-0.03788,-0.38757,3253.64,3.5123694986123204
4773623,5647,4.69,1.0046,20.945,0.526,   ,5102.16,0.564,0.3923,0,298.08319,39.82601,4773623,15.461,0.8735,1458.931,362.166,319.55,298.374,277.493,264.261,241.622,232.566,219.134,206.144,196.779,190.75,185.218,184.598,180.342,-0.1961499999999999,-0.61601,5102.16,3.707754073644128
4773789,5225,4.53,0.8925,28.638,6.316,   ,4408.3,0.647,0.408,0,298.11774,39.88838,4773789,14.006,0.8735,1458.931,164.739,150.33,144.476,136.68,131.408,121.537,117.814,112.498,107.243,103.155,100.442,98.135,97.989,96.208,-0.1592899999999999,-0.5038799999999999,4408.3,3.644271142084923
4773990,4686,4.71,0.7515,31.778,0.472,   ,6216.76,0.463,0.333,0,298.15411,39.8688,4773990,15.923,0.8724,1238.002,505.775,444.86,412.588,380.368,360.152,324.421,310.167,289.201,265.773,249.832,237.717,227.514,225.148,213.499,-0.3174199999999999,-0.6812599999999999,6216.76,3.7935641016149693
4774321,5969,4.3,1.0975,1.097,0.005,   ,2175.51,0.521,0.3215,0,298.21527,39.88527,4774321,13.806,0.8735,1458.931,151.211,137.613,132.969,127.389,125.086,121.147,120.077,118.758,118.16,118.834,120.599,122.422,123.229,129.498,0.12428,-0.31619,2175.51,3.3375610839214676
4774370,6319,4.5,1.2109,0.928,0.003,   ,2452.08,1.013,0.5998,0,298.22369,39.83008,4774370,14.096,0.8727,1458.931,235.818,236.478,250.43,258.555,267.454,271.867,272.039,272.672,266.393,252.181,238.292,225.721,221.953,201.424,-0.3975099999999999,0.4344,2452.08,3.3895346350926197
4813536,6298,4.27,1.2037,3.482,0.101,   ,1386.23,0.594,0.4188,0,283.59442,39.98529,4813536,11.843,0.6908999999999998,1425.884,61.669,59.611,60.617,60.631,61.519,63.034,63.786,66.303,70.087,73.25499999999998,76.819,80.367,81.551,87.49899999999998,0.3197599999999999,0.14909,1386.23,3.141835293366561
4813853,4666,4.36,0.7461,39.846,2.441,   ,4983.78,0.671,0.3729,0,283.72754,39.914,4813853,14.732,0.691,1425.884,271.708,245.071,231.829,216.964,207.423,191.433,184.913,177.652,169.292,164.979,163.143,160.864,160.917,158.435,-0.09315,-0.5687999999999999,4983.78,3.6975588629258294
4813961,5605,4.58,0.9931,7.829,0.021,   ,19376.16,1.293,0.7107,0,283.77829,39.95998,4813961,12.65,0.6908999999999998,1425.884,93.09800000000001,89.929,91.49,91.699,92.883,93.901,94.314,97.264,102.426,107.467,113.611,119.594,121.581,132.094,0.36657,0.11795,19376.16,4.287267712030924
4813990,4817,4.95,0.7865,30.39,0.52,   ,5710.36,0.488,0.3514,0,283.78891,39.96501,4813990,15.799,0.656,1204.954,465.613,413.801,386.896,357.293,337.921,305.958,294.156,277.223,260.935,248.15,237.895,232.202,231.008,221.616,-0.23275,-0.6671099999999999,5710.36,3.7566634884709087
4814109,5237,4.39,0.8956,34.417,1.098,   ,5124.66,0.735,0.4041,0,283.83914,39.9702,4814109,14.295,0.691,1425.884,208.727,189.21,181.127,171.175,164.962,153.547,149.266,142.931,135.729,130.447,128.573,126.956,126.655,126.045,-0.1056,-0.4922599999999999,5124.66,3.709665057040561
4814214,4717,4.26,0.7599,30.415,0.449,   ,4251.6,0.466,0.3243,0,283.88489,39.96917,4814214,14.6,0.6908999999999998,1425.863,234.068,215.629,208.395,197.125,191.407,176.734,170.718,159.396,148.074,141.526,136.861,134.531,134.123,137.79,-0.12179,-0.47665,4251.6,3.628552398380802
4814895,5233,4.5,0.8946,20.811,0.211,   ,6402.31,0.95,0.5834,0,284.17685,39.91854,4814895,13.842,0.6908999999999998,1425.884,158.656,148.887,145.565,138.837,134.275,127.017,124.388,122.146,121.177,118.328,117.186,118.02,119.688,123.912,0.0263,-0.40626,6402.31,3.8063366988662066
4814913,4621,4.57,0.7339,19.243,0.045,   ,15474.59,1.212,0.6783,0,284.18787,39.91857,4814913,14.517,0.6911,1425.884,200.964,177.397,166.866,155.545,148.892,138.267,134.095,127.99,122.676,118.887,117.242,117.377,117.842,119.864,-0.03578,-0.56162,15474.59,4.189619151191579
4814934,4523,4.6,0.7068,41.879,8.284,   ,4042.51,0.455,0.2572,0,284.19815,39.95971,4814934,15.256,0.691,1425.884,338.13,297.682,278.794,257.577,244.179,221.655,213.589,200.626,186.498,176.804,170.234,165.948,164.514,158.652,-0.231,-0.6479099999999999,4042.51,3.6066511028986485
4815134,6480,4.25,1.2688,3.828,0.006,   ,7415.35,1.064,0.6227,0,284.30289,39.98475,4815134,12.118,0.6911,1425.884,70.18,69.279,72.13599999999998,73.961,76.949,81.976,84.343,89.992,97.34200000000001,101.628,105.156,109.765,111.66,120.251,0.2981099999999999,0.5076199999999998,7415.35,3.870131654282996
4815154,4959,4.54,0.8236,26.674,0.565,   ,6882.91,0.783,0.5049,0,284.31516,39.95156,4815154,15.21,0.691,1425.884,334.237,303.454,290.596,275.531,265.895,246.924,238.879,228.439,218.583,214.972,209.618,203.422,202.795,194.513,-0.1704,-0.48458,6882.91,3.837772090814969
4815548,6122,4.27,1.1452,12.708,0.063,   ,18992.07,1.413,0.6701,0,284.48853,39.95822,4815548,11.421,0.6908999999999998,1425.884,50.314,48.39,49.327,49.368,50.103,50.653,51.11,52.768,55.43,57.919,60.609,63.77,64.753,70.178,0.3381,0.1238699999999999,18992.07,4.278572302313849
4815947,5806,4.49,1.0494,9.799,0.074,   ,3654.33,1.131,0.6738,0,284.68515,39.93517,4815947,14.735,0.6908999999999998,1425.884,224.395,200.516,190.118,178.161,171.008,158.986,153.957,148.241,142.822,139.801,139.191,139.551,139.695,143.249,0.0,-0.5342099999999999,3654.33,3.562807763243062
4815965,5101,4.02,0.8604,8.066,0.011,   ,21549.34,1.374,0.7084,0,284.69156,39.94516,4815965,13.138,0.6846999999999999,1425.884,124.64,120.746,122.24,121.484,122.113,121.27,120.853,122.507,126.499,129.633,134.348,139.875,141.794,151.346,0.2590799999999999,0.00834,21549.34,4.333433973394781
4818131,6160,4.17,1.1575,8.511,0.175,   ,516.18,0.341,0.2807,0,285.75272,39.95784,4818131,11.019,0.8732999999999999,1458.931,31.406,28.699,27.733,26.659,26.286,25.71,25.54,25.556,26.026,26.914,28.014,29.18,29.587,31.616,0.28004,-0.27667,516.18,2.7128011732843547
4818236,5242,4.5,0.8969,13.41,0.025,   ,22243.29,1.112,0.6358,0,285.80124,39.96451,4818236,14.741,0.8732999999999999,1458.931,219.027,200.941,193.477,183.972,178.764,170.367,167.966,165.627,165.691,167.261,169.61,173.51,175.004,183.931,0.1450599999999999,-0.40588,22243.29,4.347199024059812
4818326,6154,4.29,1.1555,8.009,0.044,   ,658.63,0.531,0.4067,0,285.84378,39.93386,4818326,12.638,0.8734,1458.931,64.974,58.287,55.461,52.384,50.613,47.85,46.847,45.547,44.762,44.696,44.976,45.751,46.084,48.034,0.09684,-0.46416,658.63,2.8186415085467464
4818462,4985,4.65,0.8304,29.737,0.279,   ,11137.78,0.696,0.4397,0,285.89957,39.90237,4818462,14.872,0.8737,1458.931,462.64,426.115,409.72,385.127,369.769,340.758,328.896,310.865,293.436,278.494,269.132,261.235,260.211,254.774,-0.20769,-0.5346499999999998,11137.78,4.046798635197694
4818576,5602,4.79,0.9923,11.962,0.109,   ,3671.23,0.847,0.5292,0,285.94696,39.94643,4818576,14.507,0.8734,1458.931,185.648,166.17,157.522,147.899,142.649,133.876,130.631,125.544,121.826,119.884,120.062,120.925,121.59,126.082,0.04411,-0.5020099999999998,3671.23,3.564811593602822
4818604,5197,4.59,0.8852,21.016,0.757,   ,4504.08,0.734,0.4799,0,285.95721,39.91985,4818604,15.575,0.8734,1458.931,347.16,307.9,288.0,266.898,253.931,231.584,222.363,209.805,197.485,188.276,181.09,176.688,175.731,168.613,-0.22491,-0.63139,4504.08,3.6536060957087426
