KIC,Teff,log(g),Mass,Prot,e_Prot,n_Prot,Rper,LPH,w,Ref,_RA,_DE,kepid,kepmag,dutycycle,dataspan,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,cdppslplong,cdppslpshrt,r,logr
892376,3813,4.47,0.4699,1.532,0.007,   ,7306.69,0.823,0.4503,0,291.06387,36.63581,892376,13.96,0.8539999999999999,1458.931,246.765,236.574,238.376,235.929,237.438,236.839,236.915,238.575,240.7,243.73,247.166,251.98,253.735,262.89,0.12457,-0.00181,7306.69,3.863720681979767
1026146,4261,4.57,0.6472,14.891,0.12,   ,11742.56,1.405,0.7229,0,291.07007,36.7806,1026146,15.439,0.8737,1458.931,436.756,391.339,367.485,341.249,325.202,296.943,285.384,270.43,255.837,245.156,239.605,238.159,238.225,241.597,-0.08754,-0.62121,11742.56,4.069762787940008
1026474,4122,4.56,0.5914,1.569,0.006,   ,30471.8,1.204,0.6061,0,291.14911,36.72382,1026474,15.278,0.8609,1238.002,806.467,787.705,804.64,810.4629999999999,825.057,837.6309999999999,840.818,854.767,875.222,877.1599999999999,881.5929999999998,880.321,879.388,865.9919999999998,-0.00908,0.17493,30471.8,4.483898109194061
1162635,3760,4.77,0.4497,15.678,0.019,   ,10207.47,0.978,0.5445,1,291.33484,36.80644,1162635,15.802,0.8738,1458.931,564.235,502.136,472.796,440.014,419.967,384.037,370.136,349.51,326.877,313.271,303.525,298.164,297.525,292.135,-0.1632299999999999,-0.6015399999999999,10207.47,4.0089181121949755
1164102,4045,4.62,0.5606,31.496,0.474,   ,5139.74,0.568,0.3939,0,291.65097,36.83684,1164102,15.274,0.8736,1458.931,393.805,344.226,318.799,291.71,274.756,245.973,233.741,215.008,194.766,181.963,171.823,163.446,161.779,150.936,-0.36684,-0.7170699999999999,5139.74,3.7109411502362764
1292688,3774,4.74,0.455,42.659,2.131,   ,6320.15,0.53,0.3172,1,290.92023,36.91717,1292688,15.823,0.8738,1458.931,548.883,480.933,444.589,407.879,384.18,344.441,328.378,303.504,275.841,256.036,241.433,229.606,226.107,209.922,-0.3905899999999999,-0.7131699999999999,6320.15,3.8007273857822623
1297303,4296,4.61,0.6613,27.333,0.193,   ,6189.53,0.777,0.5124,0,291.95847,36.99961,1297303,15.494,0.8735,1458.931,433.115,388.194,366.452,341.158,325.199,296.926,285.782,268.736,249.457,236.597,226.834,219.545,217.717,209.01,-0.25589,-0.60669,6189.53,3.7916576722582227
1429921,4217,4.72,0.6295,23.131,0.11,   ,15370.91,0.943,0.5839,0,290.83389,37.07471,1429921,15.828,0.8737,1458.931,592.831,534.893,505.553,471.313,448.568,408.4,392.044,370.488,345.89,325.198,312.913,305.23,303.235,298.598,-0.2152999999999999,-0.6140499999999999,15370.91,4.186699579684495
1430349,4285,4.54,0.6569,34.717,0.752,   ,3244.49,0.376,0.2563,0,290.93961,37.00636,1430349,15.142,0.8736,1458.931,307.34,269.615,249.801,230.496,217.968,197.869,189.555,176.925,162.849,153.758,146.869,142.035,141.056,135.214,-0.2687399999999999,-0.66958,3244.49,3.5111464399367476
1430893,3925,4.72,0.5133,17.045,0.026,   ,13583.24,1.429,0.7204,1,291.08667,37.07256,1430893,15.41,0.8737,1458.931,431.979,393.626,376.571,355.438,342.663,319.961,309.225,294.381,276.154,263.942,255.238,250.315,249.902,246.704,-0.16649,-0.49245,13583.24,4.133003374236758
1431060,4195,4.71,0.6206,39.682,0.849,   ,4701.32,0.458,0.2904,0,291.12814,37.03793,1431060,15.439,0.8737,1458.931,381.353,336.406,314.428,290.512,275.139,248.919,238.307,222.481,207.618,196.456,187.575,180.904,179.165,168.559,-0.2962299999999999,-0.65963,4701.32,3.6722198128781893
1431116,4341,4.61,0.6795,38.757,1.038,   ,5648.64,0.696,0.402,0,291.14099,37.05879,1431116,13.426,0.8735,1458.931,131.322,124.756,125.027,122.013,119.759,113.519,110.725,106.553,102.427,98.24,95.63,94.34,93.892,92.34,-0.1482999999999999,-0.2492,5648.64,3.751943897095061
1432700,4305,4.6,0.665,31.733,0.263,   ,5284.55,0.619,0.4368,0,291.47934,37.04834,1432700,15.843,0.8738,1458.931,527.02,462.924,428.472,393.673,371.553,334.168,318.947,297.294,273.88,256.168,242.74,232.735,229.432,215.701,-0.34247,-0.7005299999999999,5284.55,3.72300801135252
1432745,4354,4.59,0.6848,22.189,0.219,   ,17414.45,1.308,0.6561,0,291.48816,37.07309,1432745,13.208,0.8737,1458.931,103.722,92.796,88.321,83.613,80.73699999999998,76.486,75.089,73.355,72.39199999999998,72.09,72.629,73.659,74.183,76.885,0.08384,-0.4543499999999999,17414.45,4.240909762702553
1435229,4050,4.52,0.5626,23.469,0.027,   ,4784.67,0.916,0.5656,0,292.02982,37.02163,1435229,14.586,0.8737,1458.931,242.452,218.88,208.097,195.554,188.196,172.836,167.104,159.085,149.608,143.464,138.921,135.786,134.766,129.828,-0.20158,-0.5432,4784.67,3.6798519897364304
1569682,3857,4.74,0.4869,17.354,0.222,   ,4018.49,0.522,0.2989,1,290.58542,37.16436,1569682,15.488,0.8735,1458.931,412.857,365.456,340.286,313.904,296.546,269.228,258.396,242.893,225.626,212.546,203.495,195.581,193.138,183.105,-0.29942,-0.6712299999999999,4018.49,3.604062891924753
1569863,3589,4.91,0.3862,13.321,0.369,   ,30052.33,1.576,0.7713,1,290.6265,37.14269,1569863,15.856,0.8692999999999999,1458.931,609.215,565.696,552.712,531.466,518.091,490.819,480.005,467.393,460.109,457.678,460.279,462.814,464.211,476.969,0.04768,-0.35564,30052.33,4.477878149114617
1570915,4055,4.56,0.5646,12.315,0.163,   ,9095.55,1.228,0.6547,0,290.86166,37.15507,1570915,13.863,0.8734,1458.931,151.571,136.707,130.227,122.617,118.36,111.422,108.867,105.245,102.259,101.288,100.837,102.048,102.594,106.477,0.05094,-0.48296,9095.55,3.9588289656032423
1571364,4404,4.6,0.705,20.449,0.132,   ,7352.71,1.021,0.6093,0,290.96371,37.15283,1571364,14.421,0.8735,1458.931,217.758,195.643,184.874,172.307,163.961,150.472,145.186,137.948,130.169,124.85,120.903,119.122,118.476,118.768,-0.1405599999999999,-0.59941,7352.71,3.8664474371966224
1572802,3878,4.73,0.495,0.374,0.004,   ,70335.54,1.35,0.6488,1,291.29581,37.15586,1572802,15.329,0.8359999999999999,1458.931,1169.569,1152.41,1161.248,1143.955,1126.143,1047.942,1004.96,941.876,855.169,784.116,737.416,701.751,693.62,655.059,-0.38479,-0.24889,70335.54,4.847174826096372
1573478,4233,4.55,0.6359,18.018,0.24,   ,9514.27,0.988,0.5708,0,291.43079,37.15172,1573478,15.521,0.8736,1458.931,440.895,398.883,377.666,353.831,338.789,310.155,298.84,281.62,265.885,253.287,245.799,241.688,240.626,234.083,-0.17913,-0.57667,9514.27,3.9783754718522535
1577265,3898,4.7,0.5028,15.153,0.123,   ,10275.54,0.933,0.5224,1,292.20151,37.17714,1577265,15.568,0.8738,1458.931,487.108,437.201,413.55,386.305,369.021,339.699,326.968,308.414,292.709,280.813,271.025,265.225,263.317,259.38,-0.1804699999999999,-0.5771399999999999,10275.54,4.011804654183912
1718071,3857,4.77,0.4869,21.712,0.202,   ,5137.03,0.555,0.3301,1,290.70587,37.24764,1718071,15.708,0.8735,1458.931,462.017,406.623,377.288,347.335,329.181,296.5,282.868,262.543,241.409,226.449,217.123,209.723,207.767,197.844,-0.28287,-0.6823,5137.03,3.7107121019899423
1721911,3705,4.81,0.429,29.62,0.124,   ,4048.94,0.978,0.5906,1,291.62067,37.22728,1721911,15.184,0.8737,1458.931,359.747,320.886,301.824,280.43,267.118,242.322,232.394,217.609,200.096,187.534,178.003,171.034,169.244,159.942,-0.32168,-0.6265199999999999,4048.94,3.607341341139373
1722506,4270,4.43,0.6509,10.653,0.073,   ,32481.25,1.633,0.747,0,291.74109,37.2002,1722506,13.716,0.8386,1458.931,184.516,171.814,167.499,160.785,157.472,152.677,150.907,150.511,151.079,152.046,154.335,157.093,158.355,165.597,0.1275199999999999,-0.30606,32481.25,4.511632734166935
1849590,4070,4.4,0.5706,16.197,0.121,   ,10345.22,1.353,0.7215,0,286.2529,37.31196,1849590,14.555,0.8736,1458.931,253.344,227.575,216.504,202.697,195.033,182.295,176.809,168.356,159.687,154.573,152.612,150.763,150.445,151.753,-0.07842,-0.5184499999999999,10345.22,4.0147397307456
1865663,4230,4.82,0.6347,31.319,0.016,   ,9731.26,0.789,0.4965,0,290.8306,37.38708,1865663,14.168,0.8737,1458.931,200.302,177.205,165.751,153.986,146.412,134.164,129.631,122.698,116.007,111.738,109.367,108.066,107.689,106.025,-0.1273199999999999,-0.61767,9731.26,3.9881690762004514
1866535,3754,4.79,0.4474,24.925,0.378,   ,3210.84,0.565,0.3473,1,291.02719,37.35209,1866535,15.268,0.8735,1458.931,279.123,245.804,229.1,211.381,199.872,179.888,172.272,160.537,148.428,139.289,133.111,128.157,126.741,120.595,-0.2978899999999999,-0.67766,3210.84,3.5066186646918873
1866924,4117,4.58,0.5894,27.24,0.277,   ,7349.79,0.839,0.5531,0,291.13229,37.35999,1866924,14.295,0.8735,1458.931,189.34,167.673,157.653,146.614,140.046,128.337,124.223,117.53,110.378,106.986,106.622,104.98,104.769,105.165,-0.07143,-0.59706,7349.79,3.8662749304931596
1866986,3832,4.52,0.4772,37.348,0.182,   ,8532.76,0.942,0.5146,0,291.14792,37.31667,1866986,14.969,0.8736,1458.931,309.86,277.412,262.142,243.203,232.308,211.051,203.459,192.305,178.696,168.104,160.835,156.342,155.152,149.107,-0.2589099999999999,-0.6162699999999999,8532.76,3.931089530451403
1867358,3625,4.82,0.3993,32.879,0.735,   ,4835.13,0.448,0.297,1,291.24002,37.33159,1867358,15.973,0.8737,1458.931,585.758,514.987,478.025,440.169,415.062,372.231,356.518,331.368,302.531,281.256,266.026,252.214,248.642,233.75,-0.3740399999999999,-0.6986799999999999,4835.13,3.684408155259487
1868579,4069,4.67,0.5702,38.173,0.377,   ,5494.77,0.535,0.3431,0,291.52771,37.30064,1868579,15.696,0.8737,1458.931,473.442,414.034,384.262,353.954,333.886,299.834,286.208,265.952,245.664,231.817,221.537,213.663,211.349,199.524,-0.29607,-0.6915,5494.77,3.7399495184480704
1870952,3888,4.73,0.4989,24.278,0.273,   ,8661.33,1.033,0.6339,1,292.02756,37.37908,1870952,15.396,0.8737,1458.931,409.078,365.705,344.691,322.272,307.72,282.347,272.073,255.782,240.676,229.983,222.291,216.012,214.232,208.633,-0.20956,-0.58477,8661.33,3.9375845857021927
1871120,4011,4.72,0.5472,37.851,0.463,   ,5451.74,1.004,0.5253,0,292.05914,37.31171,1871120,14.11,0.8736,1458.931,184.281,167.086,159.562,150.449,145.387,135.155,131.552,125.685,118.888,113.6,110.127,106.971,106.081,102.772,-0.21079,-0.49761,5451.74,3.7365351356333227
1872885,3688,4.32,0.4226,1.872,0.003,   ,60773.37,1.512,0.7115,0,292.4404,37.34651,1872885,15.61,0.8514,1420.672,970.271,929.197,931.178,921.646,929.78,938.191,942.354,959.9570000000001,982.747,990.847,996.5,995.62,994.564,977.738,-0.00157,0.02091,60773.37,4.783713319477551
1873523,3934,4.72,0.5169,20.429,0.441,   ,6629.11,0.989,0.5791,1,292.5816,37.32468,1873523,15.545,0.8738,1458.931,442.046,392.724,369.46,344.432,329.037,298.928,287.532,270.547,253.243,238.453,227.398,218.639,216.773,206.807,-0.2934499999999999,-0.60643,6629.11,3.821455225533845
1873543,3702,4.52,0.4279,11.548,0.112,   ,12257.75,0.953,0.5216,0,292.58456,37.39547,1873543,14.444,0.8617,1458.931,293.46,273.184,267.228,257.222,250.471,237.942,233.506,227.522,221.382,216.463,215.288,216.627,216.666,218.84,-0.01386,-0.34903,12257.75,4.08841075955748
1996574,4132,4.59,0.5954,20.48,0.225,   ,3632.31,0.449,0.2564,0,286.45444,37.40706,1996574,15.516,0.8734,1458.931,391.975,346.093,322.354,298.591,282.902,256.117,244.432,228.348,211.126,198.305,190.12,184.019,182.656,175.944,-0.2623599999999999,-0.65742,3632.31,3.5601829063534978
2010738,4067,4.55,0.5694,26.741,0.105,   ,9747.68,1.023,0.5969,0,290.53418,37.40245,2010738,15.987,0.8724,1238.002,585.066,518.096,484.602,448.743,426.164,387.441,371.503,348.01,321.566,304.395,291.767,278.699,275.481,260.408,-0.3048299999999999,-0.6416399999999999,9747.68,3.988901263586617
2013627,4084,4.57,0.5762,13.96,0.328,   ,4507.06,1.214,0.6601,0,291.22571,37.47178,2013627,14.399,0.8735,1458.931,197.898,177.469,167.779,157.207,150.58,139.148,134.385,127.594,121.172,117.013,113.675,112.357,112.477,112.647,-0.1118399999999999,-0.55671,4507.06,3.6538933396319866
2013754,4280,4.57,0.6549,4.9,0.003,   ,14074.56,1.529,0.7527,0,291.25433,37.44324,2013754,14.399,0.8647,1458.931,238.12,220.156,214.7,206.75,203.128,196.705,194.309,193.093,194.799,198.163,202.398,206.955,208.622,217.589,0.15715,-0.2876799999999999,14074.56,4.148434826787403
2014203,4202,4.57,0.6235,10.796,0.237,   ,17550.83,1.467,0.7634,0,291.36356,37.49024,2014203,15.546,0.8738,1458.931,486.649,441.967,423.493,401.452,388.16,360.887,349.413,333.425,316.613,306.426,301.849,299.001,298.414,303.419,-0.06885,-0.4771799999999999,17550.83,4.244297659599361
2015703,4313,4.63,0.6682,22.448,0.052,   ,12041.84,0.993,0.6111,0,291.70816,37.46599,2015703,15.188,0.8734,1458.931,344.961,307.619,290.923,270.155,258.288,233.621,225.277,212.733,198.258,186.572,178.604,173.773,172.926,166.763,-0.24786,-0.61555,12041.84,4.08069285243609
2015767,4078,4.53,0.5738,18.502,0.208,   ,6944.72,0.772,0.4547,0,291.72656,37.49221,2015767,15.953,0.8736,1458.931,589.643,524.683,491.159,457.068,434.778,397.146,381.854,358.304,335.517,317.359,302.195,291.493,289.367,277.854,-0.2758399999999999,-0.6202499999999999,6944.72,3.8416547403679027
2016979,4368,4.69,0.6904,17.253,0.236,SM1,7871.45,0.782,0.45,0,291.98898,37.45325,2016979,15.898,0.8746,1420.672,540.481,478.38,448.496,416.891,396.147,361.046,347.77,326.719,307.748,292.387,282.237,275.377,273.679,263.052,-0.22191,-0.62351,7871.45,3.896054741125797
2017692,4250,4.62,0.6428,11.431,0.114,   ,22345.13,1.37,0.726,0,292.14713,37.47146,2017692,15.713,0.8726,1458.931,499.249,451.571,430.92,407.141,394.432,368.617,359.014,348.19,337.427,330.418,327.224,323.696,323.745,324.55,-0.05978,-0.47638,22345.13,4.349182885651935
2018383,4267,4.46,0.6496,30.372,0.588,   ,6466.69,0.567,0.3824,0,292.31189,37.44773,2018383,15.847,0.8747,1420.672,548.183,482.63,451.111,417.027,395.94,358.623,343.098,319.402,295.62,279.041,266.343,257.401,255.094,242.338,-0.2844599999999999,-0.6494999999999999,6466.69,3.8106820422496814
2020185,4289,4.65,0.6585,21.537,0.1,   ,14884.95,1.117,0.6499,0,292.70444,37.45968,2020185,15.125,0.8736,1458.931,348.267,310.491,292.975,273.215,260.906,238.355,229.017,215.037,201.506,191.368,186.098,182.687,181.199,177.574,-0.1801099999999999,-0.5947799999999999,14884.95,4.172747380147637
2020638,4337,4.7,0.6779,18.35,0.058,   ,9859.5,0.78,0.4541,0,292.79263,37.41488,2020638,15.689,0.8736,1458.931,516.786,461.005,432.392,403.462,383.702,352.091,339.376,320.276,300.651,287.009,277.627,271.04,269.554,266.048,-0.18207,-0.60535,9859.5,3.993854891336049
2140909,4139,4.8,0.5982,38.622,0.379,   ,5515.64,0.643,0.3873,0,286.08984,37.59291,2140909,15.411,0.8735,1458.931,382.086,338.335,316.441,292.992,278.143,254.261,244.099,228.255,212.679,200.245,191.957,186.747,185.107,178.755,-0.2495699999999999,-0.6339299999999999,5515.64,3.741595912486473
2142372,3705,4.81,0.429,18.641,0.02,   ,7038.35,0.834,0.4834,1,286.57422,37.51707,2142372,15.542,0.8737,1458.931,430.279,381.845,358.327,334.226,318.34,293.208,283.409,269.209,253.385,242.495,233.398,226.06,223.986,218.361,-0.2217899999999999,-0.5925,7038.35,3.8474708594427978
2156061,4085,4.45,0.5766,30.03,1.253,   ,6833.05,0.801,0.5163,0,290.49326,37.54396,2156061,13.475,0.6834,1458.931,114.197,101.047,94.756,88.107,84.477,78.69199999999998,76.268,73.126,69.065,65.845,63.675,62.999,63.073,62.604,-0.1427799999999999,-0.56462,6833.05,3.834614598630582
2156718,4176,4.51,0.613,21.665,0.349,   ,5622.15,0.536,0.3181,0,290.65146,37.56301,2156718,15.096,0.8735,1458.931,320.058,287.84,271.826,252.761,241.228,221.816,213.842,201.856,190.283,181.323,174.627,170.601,169.767,165.257,-0.20458,-0.59619,5622.15,3.7499024284829567
2157356,3650,4.87,0.4085,13.607,0.046,   ,16120.61,1.43,0.7363,1,290.80032,37.51789,2157356,15.984,0.8731999999999999,1458.931,621.913,556.541,526.443,493.276,472.75,436.617,422.251,399.059,376.538,360.745,351.771,344.378,342.756,340.121,-0.15131,-0.5542099999999999,16120.61,4.2073814713786035
2160105,4352,4.66,0.684,17.089,0.93,   ,10373.06,1.25,0.7004,0,291.43427,37.51864,2160105,15.944,0.8737,1458.931,585.519,525.915,497.135,463.67,442.167,407.297,392.364,370.857,348.029,331.95,321.551,313.023,311.127,305.632,-0.1918999999999999,-0.5854399999999998,10373.06,4.015906889955088
2161569,4303,4.48,0.6642,21.366,0.083,   ,6616.18,0.865,0.5207,0,291.73245,37.51821,2161569,15.847,0.8722999999999999,1238.002,523.705,463.111,432.367,399.819,379.309,346.693,333.424,312.849,291.633,274.4,262.722,254.807,252.373,242.65,-0.26418,-0.64044,6616.18,3.820607312134476
2162907,3830,4.74,0.4765,26.5,0.104,SM1,8300.13,0.991,0.6096,1,292.04135,37.59672,2162907,15.65,0.8738,1458.931,655.818,582.156,545.093,505.187,480.331,435.672,417.736,388.903,359.107,336.214,318.975,305.873,303.421,286.492,-0.32466,-0.6407,8300.13,3.9190848945255325
2163101,4112,4.64,0.5874,25.637,0.133,   ,10294.08,1.146,0.6238,0,292.07666,37.59774,2163101,15.225,0.8737,1458.931,355.182,318.351,300.673,280.007,266.672,242.039,232.507,218.513,204.776,193.318,185.029,179.484,177.905,171.797,-0.25469,-0.61731,10294.08,4.012587539028154
2163610,3913,4.71,0.5086,42.246,0.189,   ,6033.87,0.439,0.2603,1,292.17548,37.55878,2163610,15.976,0.8738,1458.931,599.324,524.578,484.016,443.352,419.754,381.094,364.175,337.779,308.319,287.547,270.825,259.315,256.192,235.044,-0.38196,-0.68767,6033.87,3.780595949045658
2163634,4371,4.41,0.6916,30.462,0.338,   ,3745.7,0.723,0.4861,0,292.17892,37.51459,2163634,14.53,0.8737,1458.931,233.859,208.537,196.617,183.171,174.343,158.801,152.304,142.523,132.503,126.701,121.363,117.768,116.263,112.168,-0.2445799999999999,-0.6114,3745.7,3.5735329909885114
2167693,3766,4.76,0.452,17.575,0.079,   ,6583.63,0.923,0.5253,1,293.05399,37.55889,2167693,15.572,0.8738,1458.931,454.472,400.369,374.174,345.345,327.266,296.916,283.635,264.937,244.026,228.273,216.096,208.12,206.341,197.313,-0.3087599999999999,-0.65546,6583.63,3.818465415540547
2282944,4312,4.55,0.6678,32.307,0.497,   ,5044.58,0.533,0.3713,0,285.96786,37.61464,2282944,15.857,0.8735,1458.931,524.873,462.491,430.84,397.755,376.428,339.829,324.393,300.916,277.644,261.054,249.544,240.517,238.466,227.963,-0.2841699999999999,-0.67059,5044.58,3.7028250137294325
2285598,3951,4.49,0.5235,37.057,0.362,   ,3207.33,0.759,0.4478,0,286.8385,37.69669,2285598,11.973,0.8730999999999999,1458.931,51.172,46.007,43.627,40.83,39.282,36.668,35.544,34.19,32.973,32.105,31.937,31.96,31.991,32.535,-0.02023,-0.5277,3207.33,3.50614364649092
2300440,4302,4.6,0.6638,21.326,0.081,   ,9261.61,1.043,0.6313,0,290.87656,37.63127,2300440,15.013,0.8736,1458.931,301.86,269.326,251.7,234.549,222.588,202.724,195.777,185.253,173.734,165.096,160.35,157.465,156.666,153.6,-0.17571,-0.63155,9261.61,3.9666864892022473
2301872,3968,4.42,0.5302,22.888,0.056,   ,1749.22,0.734,0.449,0,291.21249,37.61705,2301872,13.052,0.8734,1458.931,82.417,73.953,69.626,64.906,62.025,57.012,55.101,52.179,49.497,47.693,46.638,45.658,45.358,44.545,-0.15339,-0.59093,1749.22,3.242844434279944
2302851,3984,4.47,0.5365,12.217,0.032,   ,11818.05,1.183,0.6298,0,291.42441,37.6303,2302851,13.102,0.8734,1458.931,109.811,101.778,99.299,95.833,94.261,91.131,90.394,90.00499999999998,90.051,91.907,92.738,93.532,94.048,100.785,0.13857,-0.2812899999999999,11818.05,4.07254582306776
2302997,3933,4.73,0.5165,25.602,0.14,   ,13484.9,0.997,0.6112,1,291.4549,37.67712,2302997,14.709,0.8736,1458.931,229.344,201.144,186.841,171.938,162.688,147.554,141.828,133.4,124.15,118.289,114.902,112.077,111.433,109.04,-0.18814,-0.67201,13484.9,4.12984773020239
2305760,4248,4.69,0.642,19.57,1.41,   ,4208.39,0.694,0.4102,0,292.06888,37.68584,2305760,15.164,0.8737,1458.931,335.801,297.62,279.016,258.695,246.198,225.609,217.177,204.098,190.693,181.421,174.652,169.53,168.722,163.095,-0.22658,-0.6179,4208.39,3.6241159799573617
2309152,3938,4.72,0.5184,31.901,0.317,   ,5630.91,0.62,0.4347,1,292.79742,37.69079,2309152,15.903,0.8725,1238.002,580.306,508.446,472.616,435.88,413.222,375.49,359.199,335.51,309.738,290.141,274.699,264.471,261.285,247.036,-0.32506,-0.6579899999999999,5630.91,3.750578585977888
2311842,4379,4.56,0.6949,19.754,0.161,   ,9430.35,1.119,0.6656,0,293.39203,37.67465,2311842,14.514,0.8737,1458.931,230.649,206.272,194.409,181.127,173.571,158.617,152.664,144.481,137.175,131.841,128.875,127.556,127.55,128.455,-0.09963,-0.59181,9430.35,3.9745278115334997
2423549,3730,4.82,0.4384,39.804,0.618,   ,7082.88,0.649,0.3987,1,286.37289,37.71129,2423549,15.794,0.8737,1458.931,456.909,405.55,381.708,354.909,337.476,308.006,295.99,278.285,259.121,243.282,232.008,223.399,220.952,210.549,-0.29909,-0.6148299999999999,7082.88,3.850209883930353
2424688,3956,4.73,0.5255,11.095,0.037,   ,36050.62,1.433,0.743,1,286.76575,37.74097,2424688,15.818,0.8727,1458.931,498.845,448.502,425.785,400.327,386.334,362.366,353.482,342.619,330.95,324.838,323.534,326.108,326.862,338.55,0.02656,-0.4979299999999999,36050.62,4.556912738133489
2435893,3903,4.7,0.5047,41.146,0.424,   ,4255.18,0.48,0.2916,1,290.0639,37.79116,2435893,15.241,0.8737,1458.931,338.935,297.771,277.065,255.475,241.473,217.631,207.415,193.462,178.199,167.141,159.626,154.462,153.165,146.623,-0.27958,-0.67859,4255.18,3.628917936066507
2436635,4398,4.57,0.7025,1.175,0.004,   ,108038.43,1.675,0.7984,0,290.16589,37.73171,2436635,15.856,0.8639999999999999,1458.931,927.097,904.95,926.291,927.88,940.987,953.566,956.613,972.836,970.562,940.916,911.654,882.729,873.246,810.5829999999999,-0.24986,0.1423399999999999,108038.43,5.033578264452004
2437270,4242,4.54,0.6396,23.778,0.302,   ,3232.09,0.648,0.3988,0,290.21432,37.77801,2437270,14.958,0.8738,1458.931,392.458,372.064,368.826,358.959,353.813,338.82,331.752,321.935,311.715,301.409,292.859,285.465,283.911,273.357,-0.18817,-0.2447,3232.09,3.5094834455305093
2437317,4250,4.7,0.6428,36.913,0.281,   ,33479.78,1.129,0.5586,0,290.21808,37.76407,2437317,14.623,0.871,1458.931,259.418,245.995,246.162,242.573,243.059,244.127,245.105,248.76,253.541,255.014,257.464,261.444,263.043,269.569,0.08827999999999998,-0.02959,33479.78,4.524782595524928
2438151,4403,4.58,0.7046,49.379,0.405,   ,198439.06,1.283,0.5765,0,290.28506,37.74862,2438151,15.433,0.8714,1458.931,498.656,457.014,443.01,423.883,415.195,400.91,395.12,389.622,387.275,384.925,387.025,393.982,395.772,400.652,0.05599,-0.32877,198439.06,5.297627161128813
2441409,4312,4.62,0.6678,25.364,0.075,   ,14559.18,1.122,0.6131,0,290.99905,37.72854,2441409,15.98,0.8744,1420.672,564.826,506.703,481.116,453.356,434.935,399.45,385.583,367.149,349.805,335.291,324.684,315.722,314.323,305.445,-0.1977299999999999,-0.5426999999999998,14559.18,4.163136915395722
2441562,3617,4.87,0.3964,10.104,0.005,   ,19611.0,1.571,0.7861,1,291.03546,37.78803,2441562,15.558,0.8707,1458.931,465.515,425.989,411.228,391.887,381.041,359.864,351.615,341.36,333.721,329.385,329.11,331.446,332.414,349.35,0.05371,-0.4097899999999999,19611.0,4.292499739685581
2441891,3744,4.79,0.4437,15.472,0.018,   ,8800.57,1.396,0.7421,1,291.11432,37.75486,2441891,15.556,0.8735,1458.931,429.191,385.83,364.67,340.852,325.428,299.438,289.771,275.03,259.837,248.65,242.621,239.707,238.099,234.853,-0.14383,-0.57986,8800.57,3.9445108016771977
2441989,4223,4.73,0.6319,38.393,0.273,   ,12791.87,1.125,0.5539,0,291.13846,37.7914,2441989,15.911,0.8738,1458.931,629.929,557.878,521.097,483.699,458.601,416.784,398.744,371.887,340.892,318.018,300.611,287.176,284.119,262.766,-0.36873,-0.6424999999999998,12791.87,4.106934037153944
2442004,3975,4.7,0.533,8.865,0.059,   ,50063.28,1.562,0.779,1,291.1416,37.76555,2442004,15.89,0.8702999999999999,1458.931,612.401,560.813,539.254,511.286,496.475,470.67,459.571,447.271,436.728,431.663,433.927,436.398,439.403,466.282,0.07999,-0.4271099999999999,50063.28,4.699519299911349
2442866,4344,4.49,0.6807,2.934,0.021,   ,75486.54,1.644,0.7987,0,291.33533,37.70396,2442866,14.702,0.8587,1458.931,347.562,333.12,334.914,333.366,336.899,341.748,345.936,357.47,374.508,386.793,399.931,414.723,419.222,440.08,0.23461,0.06588,75486.54,4.877869519511837
2443037,4343,4.37,0.6803,11.652,0.048,   ,8457.66,1.047,0.5662,0,291.37418,37.71168,2443037,13.936,0.8717,1458.931,177.084,165.259,162.202,157.41,156.11,151.951,150.813,150.529,151.632,152.943,155.271,159.412,160.671,167.824,0.1452,-0.21703,8457.66,3.9272502224174324
2443364,4013,4.23,0.548,35.915,0.628,   ,3225.39,0.374,0.2705,0,291.45264,37.74016,2443364,12.915,0.8736,1458.931,96.149,87.35599999999998,83.801,79.17199999999998,76.26699999999998,71.022,68.711,65.632,62.314,60.177,58.873,58.168,58.016,57.2,-0.12235,-0.4908699999999999,3225.39,3.5085822351286504
2443935,3862,4.74,0.4888,34.068,0.699,   ,6409.76,0.969,0.5384,1,291.57852,37.74995,2443935,15.618,0.8734,1458.931,439.689,388.611,361.492,333.368,316.249,285.75,274.164,256.28,235.641,221.167,209.563,201.666,199.47,189.634,-0.3144899999999999,-0.6703799999999999,6409.76,3.8068417685785705
2444406,4195,4.58,0.6206,16.625,0.151,   ,4497.38,1.056,0.5989,0,291.68286,37.74634,2444406,15.704,0.8722999999999999,1238.002,371.098,327.712,306.111,283.575,270.791,248.757,239.534,225.235,207.911,195.038,186.317,179.293,177.701,169.596,-0.2933399999999999,-0.61116,4497.38,3.652959584239246
2445782,4220,4.71,0.6307,27.609,0.139,   ,11710.82,1.093,0.5961,0,291.99185,37.76613,2445782,15.661,0.8739,1458.931,482.056,430.445,408.524,383.972,369.459,341.88,330.57,314.191,296.064,286.395,275.109,268.288,265.715,253.623,-0.22289,-0.52692,11710.82,4.068587305747592
