KOI,KIC,Teff,log(g),Prot,e_Prot,Rvar,LPH,w,D,N,C,G,T,F,R,M1,M2,Simbad,_RA,_DE,kepid,kepmag,r,logr
3095,9650989,5700,4.553, 19.24, 0.30, 4426, 0.468556, 0.355586,0,0,0,0,0,0,0,0,0,Simbad,292.57336,46.36684,9650989,15.067,4426.0,3.6460114095912393
3102,9605552,3783,4.919, 31.51, 0.24,10722, 0.772607, 0.511068,1,0,0,0,0,0,0,0,0,Simbad,297.96048,46.22792,9605552,15.983,10722.0,4.030275802889288
3112,7022573,5301,4.619, 33.93, 0.09, 5780, 0.703422, 0.391313,0,0,0,0,0,0,0,0,0,Simbad,288.21072,42.55681,7022573,15.855,5780.0,3.761927838420529
3113,7676423,4647,4.442, 30.68, 1.73, 3555, 0.512512, 0.360120,0,0,0,0,0,0,0,0,0,Simbad,289.69748,43.37209,7676423,15.245,3555.0,3.550839605065785
3117,6523351,5489,4.155, 23.82, 0.35, 4155, 0.829129, 0.493816,0,0,0,0,0,0,0,0,0,Simbad,292.1218,41.92703,6523351,13.163,4155.0,3.61857102812013
3130,10252275,4982,4.397, 27.38, 1.27, 3698, 0.660270, 0.458449,0,0,0,0,0,0,0,0,0,Simbad,280.70853,47.32806,10252275,13.752,3698.0,3.567966906823154
3140,5978170,4065,4.557, 34.77, 0.76, 2889, 0.481080, 0.352792,0,0,0,0,0,0,0,0,0,Simbad,296.61725,41.28119,5978170,15.561,2889.0,3.460747541844197
3165,9579208,6228,4.159,  5.29, 0.86,  876, 0.525347, 0.384742,0,0,0,0,0,0,0,0,0,Simbad,287.6376,46.20441,9579208,10.335,876.0,2.9425041061680806
3179,6153407,6237,4.033, 19.18, 2.68, 3826, 0.838237, 0.454172,0,1,0,0,0,0,0,0,0,Simbad,299.3028,41.44102,6153407,10.884,3826.0,3.582744965691277
3194,12004971,6288,4.29, 10.77, 0.03,  532, 1.037274, 0.570509,0,0,0,0,0,0,0,0,0,Simbad,286.62854,50.47127,12004971,11.487,532.0,2.7259116322950483
3220,11189311,6499,4.394,  5.12, 0.09, 1138, 0.322598, 0.251012,0,1,0,0,0,0,0,0,0,Simbad,291.25562,48.84692,11189311,12.146,1138.0,3.056142262059052
3224,10384298,5248,4.596, 22.50, 0.14, 7938, 0.882495, 0.547132,0,0,0,0,0,0,0,0,0,Simbad,281.32745,47.58487,10384298,12.192,7938.0,3.8997110945711446
3225,3109550,5310,4.129, 29.12, 3.07, 5097, 0.629704, 0.389493,0,0,0,0,0,0,0,0,0,Simbad,289.67175,38.29787,3109550,12.207,5097.0,3.707314633588708
3232,9569711,5664,4.132, 13.33, 0.05, 9449, 1.112664, 0.646411,0,0,0,0,0,0,0,0,0,Simbad,282.11783,46.22393,9569711,12.253,9449.0,3.9753858489894673
3234,10057494,6167,4.367,  3.73, 0.05,  984, 0.401637, 0.278572,0,0,0,0,0,0,0,0,0,Simbad,283.43576,47.06686,10057494,12.278,984.0,2.9929950984313414
3237,6587796,5610,4.621, 10.97, 0.06,14833, 1.014926, 0.610206,0,0,0,0,0,0,0,0,0,Simbad,285.33063,42.04043,6587796,12.325,14833.0,4.171228996725051
3246,9885417,4656,4.093, 19.66, 0.14,22477, 1.374555, 0.679033,0,0,0,0,0,0,0,0,0,Simbad,289.42395,46.72617,9885417,12.411,22477.0,4.35173834558076
3261,12055539,5854,4.577, 20.47, 0.98, 3391, 0.647954, 0.404774,0,0,0,0,0,0,0,0,0,Simbad,287.8674,50.59558,12055539,14.411,3391.0,3.5303277897780863
3264,9345933,4653,4.615, 19.65, 0.32,10051, 1.334748, 0.677105,0,0,0,0,0,0,0,0,0,Simbad,293.25903,45.83745,9345933,15.961,10051.0,4.002209272988015
3266,8826007,4285,4.669, 37.09, 0.19, 4615, 0.650806, 0.398028,0,0,0,0,0,0,0,0,0,Simbad,294.55383,45.08139,8826007,15.498,4615.0,3.6641717053619307
3267,8620402,5968,4.545, 18.48, 0.65, 2579, 0.408638, 0.269181,0,0,0,0,0,0,0,0,0,Simbad,290.21667,44.77968,8620402,14.706,2579.0,3.4114513421379375
3274,5280587,5559,4.766,  7.93, 0.01,13708, 1.295318, 0.708583,0,0,0,0,0,0,0,0,0,Simbad,293.44644,40.40989,5280587,15.332,13708.0,4.13697409575783
3277,3120904,5710,4.535, 16.13, 0.22,  840, 0.577626, 0.417314,0,0,0,0,0,0,0,0,0,Simbad,292.42282,38.26633,3120904,13.062,840.0,2.9242792860618816
3278,3342467,5303,4.795, 12.52, 0.02,20385, 1.310087, 0.713021,0,0,0,0,0,0,0,0,0,Simbad,291.52487,38.45585,3342467,14.71,20385.0,4.309310715788175
3280,10653179,5680,4.825, 13.87, 0.08,21816, 1.374894, 0.683835,0,0,0,0,0,0,0,0,0,Simbad,286.12555,47.94761,10653179,15.57,21816.0,4.338775124933574
3282,12066569,3894,4.727, 18.12, 0.03, 8480, 1.267195, 0.711520,1,0,0,0,0,0,0,0,0,Simbad,294.08307,50.50277,12066569,15.855,8480.0,3.9283958522567137
3284,6497146,3690,4.792, 36.72, 0.15, 9278, 1.058347, 0.564534,1,0,0,0,0,0,0,0,0,Simbad,281.64581,41.95109,6497146,14.467,9278.0,3.9674543681827408
3286,8016691,4103,4.392, 14.54, 0.00, 8530, 1.208758, 0.663087,0,0,0,0,0,0,0,0,0,Simbad,286.94531,43.82277,8016691,15.464,8530.0,3.930949031167523
3288,5768816,5423,4.411, 16.17, 0.05,19700, 1.082697, 0.639637,0,0,0,0,0,0,0,0,0,Simbad,283.21161,41.03806,5768816,14.19,19700.0,4.294466226161593
3305,6880517,5242,4.736, 23.47, 0.69, 9023, 1.019852, 0.569485,0,0,0,0,0,0,0,0,0,Simbad,296.39752,42.39692,6880517,15.858,9023.0,3.95535095736766
3307,6131130,5137,4.438, 18.82, 0.08, 5802, 1.025431, 0.634196,0,0,0,0,0,0,0,0,0,Simbad,294.13626,41.45669,6131130,15.654,5802.0,3.7635777244666455
3310,12253769,5411,4.53, 28.52, 1.35, 3491, 0.509806, 0.327611,0,0,0,0,0,0,0,0,0,Simbad,288.80457,50.99062,12253769,13.55,3491.0,3.5429498488141786
3316,9031209,5127,4.737,  6.41, 0.00,22283, 1.493759, 0.763054,0,0,0,0,0,0,0,0,0,Simbad,295.04855,45.34268,9031209,15.549,22283.0,4.347973660278038
3318,8331612,5761,4.406,  8.13, 0.04,22298, 1.374207, 0.733892,0,0,0,0,0,0,0,0,0,Simbad,301.27869,44.25053,8331612,15.842,22298.0,4.348265911123662
3324,4271474,5242,4.823,  8.24, 0.02,17852, 1.106884, 0.594178,0,0,0,0,0,0,0,0,0,Simbad,293.82135,39.39135,4271474,15.965,17852.0,4.251686878168492
3337,7692093,5363,4.705, 28.23, 4.45, 4131, 0.443394, 0.302503,0,0,0,0,0,0,0,0,0,Simbad,294.90594,43.38189,7692093,15.927,4131.0,3.6160551949765862
3339,7772914,5473,4.279,  5.98, 0.00,16934, 1.274434, 0.673913,0,0,0,0,0,0,0,0,0,Simbad,297.75192,43.44758,7772914,14.656,16934.0,4.228759555435635
3343,3236705,5687,4.505, 22.68, 0.56, 3289, 0.454537, 0.311110,0,0,0,0,0,0,0,0,0,Simbad,291.85522,38.39313,3236705,14.97,3289.0,3.5170638734826545
3355,9221528,5931,4.442, 21.22, 0.33, 1593, 0.521701, 0.321200,0,0,0,0,0,0,0,0,0,Simbad,293.13409,45.62687,9221528,15.11,1593.0,3.2022157758011316
3364,11081512,4570,4.521, 19.11, 0.12,16390, 0.933569, 0.546559,0,0,0,0,0,0,0,0,0,Simbad,290.46207,48.69955,11081512,15.281,16390.0,4.214578953570499
3365,11455428,5118,4.112, 11.32, 0.00,20017, 1.416003, 0.733872,0,0,0,0,0,0,0,0,0,Simbad,291.99976,49.30181,11455428,14.523,20017.0,4.301398989173564
3370,11657614,4770,4.43,  9.21, 0.00,24698, 1.488085, 0.770080,0,0,0,0,0,0,0,0,0,Simbad,289.43896,49.73122,11657614,14.779,24698.0,4.392661786290789
3372,9785921,5967,4.61,  8.17, 0.00, 9039, 1.239798, 0.696448,0,0,0,0,0,0,0,0,0,Simbad,297.4809,46.58914,9785921,15.42,9039.0,3.9561203863930197
3375,6779726,5634,4.499,  9.14, 0.03,12188, 1.132335, 0.652997,0,0,0,0,0,0,0,0,0,Simbad,292.53055,42.21465,6779726,15.695,12188.0,4.085932445550636
3377,5553959,4262,4.501, 31.21, 1.36, 4309, 0.844537, 0.511354,0,0,0,0,0,0,0,0,0,Simbad,297.05066,40.71742,5553959,15.318,4309.0,3.6343764940883676
3391,9452897,4257,4.373, 24.79, 0.19, 9569, 1.021814, 0.607471,0,0,0,0,0,0,0,0,0,Simbad,285.84387,46.01591,9452897,15.903,9569.0,3.980866554582079
3407,7131760,5386,4.639, 18.17, 0.06,16139, 1.341052, 0.661664,0,0,0,0,0,0,0,0,0,Simbad,295.69357,42.60951,7131760,15.449,16139.0,4.207876621591972
3412,5780930,4598,4.097, 14.15, 0.03, 8205, 1.096407, 0.600284,0,0,0,0,0,0,0,0,0,Simbad,288.59711,41.03643,5780930,14.534,8205.0,3.914078585389112
3415,3433668,5440,4.404,  8.78, 0.02, 5067, 1.390494, 0.748170,0,0,0,0,0,0,0,0,0,Simbad,288.54913,38.56523,3433668,13.109,5067.0,3.704750904290671
3423,3745559,6039,4.469,  8.55, 0.00, 8414, 1.333277, 0.696612,0,0,0,0,0,0,0,0,0,Simbad,291.06204,38.86331,3745559,14.296,8414.0,3.9250025076809774
3433,7093401,5056,4.238, 11.51, 0.04,16568, 1.205424, 0.650071,0,0,0,0,0,0,0,0,0,Simbad,282.34613,42.60891,7093401,15.417,16568.0,4.219270085885396
3436,6265665,4840,4.3, 14.70, 0.02,20253, 1.301535, 0.724384,0,0,0,0,0,0,0,0,0,Simbad,283.98633,41.65041,6265665,13.509,20253.0,4.306489362708483
3465,9763612,5247,4.309, 11.38, 0.01,11510, 1.300500, 0.718987,0,0,0,0,0,0,0,0,0,Simbad,288.56152,46.53605,9763612,13.136,11510.0,4.061075323629792
3478,7742408,4739,4.068, 26.56, 0.07, 8375, 0.926953, 0.557662,0,0,0,0,0,0,0,0,0,Simbad,287.66339,43.47145,7742408,13.354,8375.0,3.9229848157088827
3494,8231667,5051,4.414, 22.49, 0.15,17966, 1.144893, 0.612082,0,0,0,0,0,0,0,0,0,Simbad,291.19882,44.16624,8231667,15.654,17966.0,4.254451395345017
3497,8424002,4623,4.593,  9.43, 0.03,13740, 1.185433, 0.615546,0,1,0,0,0,0,0,0,0,Simbad,289.27451,44.47032,8424002,13.393,13740.0,4.137986732723531
3652,8256044,5426,4.111, 15.66, 0.10, 7571, 0.990804, 0.617194,0,0,0,0,0,0,0,0,0,Simbad,298.67557,44.17573,8256044,15.879,7571.0,3.879153246184246
3678,4150804,5650,4.313, 28.23, 0.86, 4292, 0.554151, 0.327012,0,1,0,0,0,0,0,0,0,Simbad,289.7916,39.28533,4150804,12.888,4292.0,3.6326597132939136
3681,2581316,6382,3.764,  7.83, 0.16,  464, 0.349464, 0.258377,0,1,0,0,0,0,0,0,0,Simbad,292.62747,37.86014,2581316,11.69,464.0,2.6665179805548807
3683,10795103,6291,4.273,  6.64, 1.45,  312, 0.354549, 0.298544,0,0,0,0,0,0,0,0,0,Simbad,290.97394,48.17816,10795103,12.04,312.0,2.494154594018443
3741,8780959,6210,4.19,  2.25, 0.00, 1312, 0.738737, 0.474036,0,0,0,0,0,0,0,0,0,Simbad,300.33237,44.98614,8780959,13.306,1312.0,3.1179338350396413
3791,5437945,6093,4.172, 17.93, 0.09,  676, 0.529729, 0.322271,0,0,0,0,0,0,0,0,0,Simbad,288.47485,40.65136,5437945,13.771,676.0,2.829946695941636
3794,12557548,4412,4.63, 22.79, 0.02,23874, 1.428053, 0.665005,0,0,0,0,0,0,0,0,0,Simbad,290.96622,51.50472,12557548,15.692,23874.0,4.377925189530032
3815,6507433,5916,4.552,  4.64, 0.00,27476, 1.189487, 0.656756,0,0,0,0,0,0,0,0,0,Simbad,286.50876,41.92274,6507433,15.432,27476.0,4.4389535077043965
3823,4820550,5586,4.625, 14.42, 0.00, 9942, 1.133813, 0.646576,0,0,0,0,0,0,0,0,0,Simbad,286.77145,39.98382,4820550,13.922,9942.0,3.9974737588029803
3835,2581554,4901,3.897,  7.87, 0.01,20760, 1.318524, 0.670628,0,0,0,0,0,0,0,0,0,Simbad,292.69028,37.83498,2581554,12.86,20760.0,4.31722734917642
3864,4164922,4841,4.181,  9.56, 0.01,15490, 1.345929, 0.695206,0,0,0,0,0,0,0,0,0,Simbad,293.34497,39.25781,4164922,12.914,15490.0,4.190051417759206
3875,11911561,6022,4.027,  8.75, 0.02,11015, 1.123678, 0.656527,0,1,0,0,0,0,0,0,0,Simbad,290.14914,50.23918,11911561,13.579,11015.0,4.041984501486787
3876,3440118,5609,4.235,  4.70, 0.00,26609, 1.540769, 0.787366,0,0,0,0,0,0,0,0,0,Simbad,290.44067,38.52356,3440118,12.624,26609.0,4.425028553520105
3878,4472818,5650,4.37, 10.20, 0.05,12729, 1.397002, 0.718788,0,0,0,0,0,0,0,0,0,Simbad,293.88541,39.51981,4472818,12.72,12729.0,4.104794286486278
3880,4147444,6438,4.33,  4.20, 0.00, 7396, 1.117439, 0.641285,0,1,0,0,0,0,0,0,0,Simbad,288.86737,39.26496,4147444,10.762,7396.0,3.8689969024871353
3893,3728432,4371,4.583, 18.61, 0.05,16697, 1.452557, 0.689107,0,0,0,0,0,0,0,0,0,Simbad,285.11969,38.86642,3728432,15.646,16697.0,4.222638447166434
3907,7137213,6227,4.076,  2.14, 0.01, 1259, 0.722650, 0.466749,0,0,0,0,0,0,0,0,0,Simbad,296.9978,42.65332,7137213,12.642,1259.0,3.1000257301078626
3916,5784777,4891,4.353,  6.49, 0.00,96819, 1.693325, 0.765088,0,0,0,0,0,0,0,0,0,Simbad,289.8707,41.04073,5784777,15.362,96819.0,4.985960592695237
3933,11244682,5338,4.9,  4.21, 0.00,24002, 1.641570, 0.776049,0,0,0,0,0,0,0,0,0,Simbad,292.13733,48.91719,11244682,14.678,24002.0,4.380247431410548
3935,5895158,5608,4.63,  6.55, 0.00,19102, 1.359653, 0.727776,0,0,0,0,0,0,0,0,0,Simbad,296.9028,41.19819,5895158,14.815,19102.0,4.281078840728938
3936,4947556,4907,4.511,  7.15, 0.03,25618, 1.269223, 0.644541,0,0,0,0,0,0,0,0,0,Simbad,297.57712,40.02771,4947556,13.336,25618.0,4.408545221315446
3975,9280239,4208,4.556, 23.19, 0.83,15183, 1.096867, 0.634208,0,0,0,0,0,0,0,0,0,Simbad,291.58517,45.71579,9280239,15.188,15183.0,4.1813575920284505
3984,8036287,5103,4.187, 19.07, 0.14,14127, 1.161448, 0.643466,0,0,0,0,0,0,0,0,0,Simbad,294.38538,43.82547,8036287,14.536,14127.0,4.150049945162385
3991,10352333,5380,4.347,  5.27, 0.01,21088, 1.458300, 0.745878,0,0,0,0,0,0,0,0,0,Simbad,296.50354,47.48692,10352333,13.14,21088.0,4.324035392913916
4002,5773121,5194,4.5, 18.38, 0.19,22602, 0.919070, 0.570587,0,0,0,0,0,0,0,0,0,Simbad,285.33154,41.06391,5773121,15.04,22602.0,4.354146870586911
4004,4814502,5543,3.855,  6.24, 0.09,12493, 1.255797, 0.673859,0,0,0,0,0,0,0,0,0,Simbad,283.99509,39.917,4814502,12.697,12493.0,4.096666739975382
4015,8282846,5108,4.532, 19.93, 0.19,13971, 1.360969, 0.654668,0,0,0,0,0,0,0,0,0,Simbad,284.21942,44.26854,8282846,15.307,13971.0,4.145227492652394
4016,5938970,4224,4.588, 15.16, 0.03, 4433, 1.070208, 0.597284,0,0,0,0,0,0,0,0,0,Simbad,283.34448,41.20174,5938970,14.073,4433.0,3.6466977312993345
4024,10714072,5179,4.178, 11.14, 0.00,19519, 1.482555, 0.726808,0,0,0,0,0,0,0,0,0,Simbad,283.78702,48.02956,10714072,13.801,19519.0,4.2904575640680385
4030,9551430,5393,4.544,  5.71, 0.06, 4282, 0.578966, 0.335802,0,0,0,0,0,0,0,0,0,Simbad,300.18863,46.18577,9551430,15.553,4282.0,3.6316466629584196
4034,10089911,6355,4.64,  1.58, 0.07,  987, 0.442987, 0.313778,0,0,0,0,0,0,0,0,0,Simbad,297.1243,47.03702,10089911,13.487,987.0,2.9943171526696366
4036,11415243,4719,4.195, 26.21, 0.05,12557, 1.059039, 0.587388,0,0,0,0,0,0,0,0,0,Simbad,297.285,49.21246,11415243,14.061,12557.0,4.098885894252321
4053,1718958,5929,4.424,  9.23, 0.05, 4895, 1.049057, 0.646579,0,0,0,0,0,0,0,0,0,Simbad,290.91934,37.28717,1718958,12.801,4895.0,3.6897526961391565
4054,6428794,5204,4.653, 23.78, 0.15, 8097, 1.012014, 0.566766,0,0,0,0,0,0,0,0,0,Simbad,286.60889,41.88934,6428794,14.566,8097.0,3.908324139276179
4068,6226908,5359,4.373, 22.61, 0.77,10741, 0.787343, 0.508168,0,0,0,0,0,0,0,0,0,Simbad,297.58392,41.54123,6226908,15.412,10741.0,4.031044716583705
4069,5906694,4378,4.58,  7.90, 0.01,62543, 1.700765, 0.757783,0,0,0,0,0,0,0,0,0,Simbad,299.3519,41.19574,5906694,14.885,62543.0,4.796178709209401
4087,6106282,3818,4.785, 17.61, 0.02, 6759, 1.311711, 0.723303,1,0,0,0,0,0,0,0,0,Simbad,285.34995,41.45221,6106282,15.134,6759.0,3.8298824464434933
4097,5688683,4216,4.701, 12.80, 0.02,19369, 1.146563, 0.621694,0,0,0,0,0,0,0,0,0,Simbad,285.69,40.99453,5688683,13.435,19369.0,4.2871071991552085
4103,3747817,5084,4.628, 16.75, 0.04,16882, 1.475413, 0.685098,0,0,0,0,0,0,0,0,0,Simbad,291.67682,38.87491,3747817,14.838,16882.0,4.227423895933663
4127,5088400,5572,4.4, 12.03, 0.02,27841, 1.307240, 0.696524,0,0,0,0,0,0,0,0,0,Simbad,288.397,40.21319,5088400,15.247,27841.0,4.444684830316479
4129,11970988,5043,4.386, 32.75, 0.24, 3046, 0.758404, 0.431448,0,0,0,0,0,0,0,0,0,Simbad,295.52948,50.3704,11970988,13.506,3046.0,3.4837298990000236
4146,10000941,4946,4.37, 13.14, 0.34,27232, 1.579609, 0.719592,0,0,0,0,0,0,0,0,0,Simbad,286.81937,46.91169,10000941,13.632,27232.0,4.435079538404493
4157,4548098,6318,4.297,  5.91, 0.04,  737, 0.315903, 0.265549,0,0,0,0,0,0,0,0,0,Simbad,287.41006,39.65868,4548098,12.692,737.0,2.8674674878590514
4160,7610663,5549,4.402, 10.41, 0.03,16612, 1.360112, 0.719745,0,0,0,0,0,0,0,0,0,Simbad,292.78461,43.21598,7610663,13.421,16612.0,4.220421922437841
4169,7838675,5528,4.684,  6.25, 0.07,26459, 1.508074, 0.770862,0,0,0,0,0,0,0,0,0,Simbad,296.92361,43.56647,7838675,14.658,26459.0,4.422573426295597
4184,6752002,4809,4.421, 30.38, 0.59, 5140, 0.768098, 0.473089,0,0,0,0,0,0,0,0,0,Simbad,281.89813,42.28587,6752002,13.473,5140.0,3.710963118995276
4188,6879171,6040,3.978, 10.23, 0.01, 4842, 0.868631, 0.561643,0,1,0,0,0,0,0,0,0,Simbad,296.10406,42.34259,6879171,13.128,4842.0,3.685024785105714
4190,12505503,5526,4.579, 46.40, 1.88, 1492, 0.564399, 0.272831,0,0,0,0,0,0,0,0,0,Simbad,288.57358,51.47275,12505503,13.583,1492.0,3.17376882313665
4194,5644412,4925,4.624,  7.51, 0.01,44690, 1.413039, 0.714180,0,0,0,0,0,0,0,0,0,Simbad,297.95297,40.80681,5644412,15.329,44690.0,4.650210354660359
4207,9456281,4064,4.351, 16.02, 0.01,10164, 1.209389, 0.672394,0,0,0,0,0,0,0,0,0,Simbad,287.80502,46.00116,9456281,15.397,10164.0,4.007064656378332
4208,5129453,4287,4.455, 38.94, 0.71, 5510, 0.396971, 0.266096,0,0,0,0,0,0,0,0,0,Simbad,298.98502,40.20371,5129453,15.745,5510.0,3.741151598851785
4222,9183378,5523,4.065, 15.49, 0.08, 6890, 1.023056, 0.623032,0,0,0,0,0,0,0,0,0,Simbad,300.93539,45.59654,9183378,13.767,6890.0,3.8382192219076257
4235,10794974,6409,4.315,  5.24, 0.03,  455, 0.339851, 0.286287,0,0,0,0,0,0,0,0,0,Simbad,290.9227,48.18033,10794974,13.224,455.0,2.6580113966571126
4242,9514372,5716,4.496, 23.66, 6.30, 1914, 0.452409, 0.295592,0,0,0,0,0,0,0,0,0,Simbad,285.66006,46.14347,9514372,14.41,1914.0,3.281941933440825
4246,5177859,5605,4.273,  7.17, 0.00,16363, 1.170817, 0.650301,0,0,0,0,0,0,0,0,0,Simbad,289.07397,40.36601,5177859,13.382,16363.0,4.213862930386819
4251,8741470,5525,4.309, 17.72, 0.05,11478, 1.012857, 0.596237,0,0,0,0,0,0,0,0,0,Simbad,286.35339,44.96118,8741470,13.795,11478.0,4.05986622041094
4252,10525049,3825,4.748, 30.56, 0.41, 7702, 0.997481, 0.574206,1,0,0,0,0,0,0,0,0,Simbad,287.36404,47.78521,10525049,13.977,7702.0,3.8866035142867124
4255,10407482,4758,4.166, 11.63, 0.02, 9383, 1.044413, 0.564503,0,0,0,0,0,0,0,0,0,Simbad,292.95526,47.5731,10407482,15.056,9383.0,3.972341716325748
4268,7826620,4250,4.537, 13.05, 0.03, 9514, 1.218494, 0.658999,0,0,0,0,0,0,0,0,0,Simbad,293.28802,43.51499,7826620,15.22,9514.0,3.9783631470838827
4276,6026924,6102,4.273, 16.09, 0.23,  553, 0.484679, 0.308348,0,1,0,0,0,0,0,0,0,Simbad,285.96872,41.36356,6026924,12.561,553.0,2.7427251313046983
4300,8507475,5244,4.52, 10.89, 0.02,14598, 1.288072, 0.705515,0,0,0,0,0,0,0,0,0,Simbad,296.159,44.56311,8507475,15.965,14598.0,4.164293359314462
4318,9286088,6499,4.268,  2.34, 0.20,  641, 0.373058, 0.303508,0,0,0,0,0,0,0,0,0,Simbad,293.93832,45.71902,9286088,12.583,641.0,2.8068580295188172
4345,10534155,5517,4.03,  4.54, 0.00, 2625, 1.315102, 0.683771,0,0,0,0,0,0,0,0,0,Simbad,291.50122,47.74773,10534155,13.404,2625.0,3.4191293077419758
4351,5436161,5001,4.452,  0.64, 0.00, 1594, 0.609589, 0.340174,0,0,0,0,0,0,0,0,0,Simbad,287.75916,40.65704,5436161,14.999,1594.0,3.2024883170600935
4356,8459663,4347,4.826, 12.18, 0.01,16465, 1.404875, 0.748454,0,0,0,0,0,0,0,0,0,Simbad,300.48816,44.46067,8459663,15.873,16465.0,4.216561735047927
4363,9776794,4964,4.364, 11.76, 0.04, 7624, 0.952225, 0.525155,0,0,0,0,0,0,0,0,0,Simbad,294.36514,46.50176,9776794,16.084,7624.0,3.88218288763027
4364,7427764,5212,4.499, 11.63, 0.01,13083, 1.190141, 0.656665,0,0,0,0,0,0,0,0,0,Simbad,285.72272,43.00948,7427764,15.448,13083.0,4.116707341393089
4372,9702006,4689,4.623, 18.02, 0.03,11148, 1.194038, 0.690959,0,0,0,0,0,0,0,0,0,Simbad,287.96814,46.47061,9702006,15.485,11148.0,4.0471969600412665
4383,9883606,5853,4.383, 14.22, 0.05, 6131, 1.031647, 0.601144,0,0,0,0,0,0,0,0,0,Simbad,288.46909,46.78368,9883606,13.874,6131.0,3.787531316127234
4398,5802637,5369,4.927, 17.81, 0.11,14775, 1.048955, 0.622648,0,0,0,0,0,0,0,0,0,Simbad,295.21127,41.08697,5802637,15.486,14775.0,4.1695274895532926
4399,8345384,5449,3.81, 17.56, 0.19, 3575, 0.911636, 0.587234,0,0,0,0,0,0,0,0,0,Simbad,282.12888,44.30316,8345384,11.965,3575.0,3.5532760461370994
4405,10745365,5961,4.512,  0.50, 0.00, 2258, 1.075038, 0.587578,0,0,0,0,0,0,0,0,0,Simbad,296.896,48.04726,10745365,14.671,2258.0,3.353723937588949
4407,8396660,6169,4.079, 20.08, 0.10,  988, 0.707676, 0.395987,0,0,0,0,0,0,0,0,0,Simbad,301.15656,44.37953,8396660,11.179,988.0,2.9947569445876283
4410,6350882,5736,4.493, 19.65, 0.61, 2752, 0.395713, 0.302157,0,0,0,0,0,0,0,0,0,Simbad,287.04236,41.75221,6350882,15.744,2752.0,3.4396484295634737
4411,5281113,6072,4.688, 11.66, 1.39,  904, 0.469929, 0.355490,0,0,0,0,0,0,0,0,0,Simbad,293.58087,40.42747,5281113,13.352,904.0,2.9561684304753633
4423,3866536,6120,4.648,  7.64, 0.00, 1376, 0.915048, 0.592833,0,0,0,0,0,0,0,0,0,Simbad,295.50211,38.98354,3866536,13.099,1376.0,3.1386184338994925
4427,4172805,3668,4.832, 39.21, 4.62, 4427, 0.353091, 0.254797,1,0,0,0,0,0,0,0,0,Simbad,295.11722,39.27409,4172805,15.645,4427.0,3.6461095219788477
4444,11718389,4211,4.459, 39.51, 0.76, 3049, 0.383636, 0.252838,0,0,0,0,0,0,0,0,0,Simbad,294.62097,49.89415,11718389,15.583,3049.0,3.484157424365381
4447,10604592,4747,4.387, 34.93, 0.59, 3130, 0.391663, 0.272933,0,0,0,0,0,0,0,0,0,Simbad,293.71136,47.88754,10604592,14.793,3130.0,3.4955443375464483
4450,7429240,5371,4.761, 29.26, 1.30, 2554, 0.549876, 0.346498,0,0,0,0,0,0,0,0,0,Simbad,286.37827,43.07325,7429240,15.139,2554.0,3.4072208929273966
4464,11357664,4201,4.319, 37.65, 0.98, 3717, 0.612463, 0.379968,0,0,0,0,0,0,0,0,0,Simbad,295.30652,49.17967,11357664,15.194,3717.0,3.570192561095726
4478,8636600,4904,4.417, 16.34, 0.02,23290, 1.143854, 0.654989,0,0,0,0,0,0,0,0,0,Simbad,296.02225,44.73266,8636600,14.58,23290.0,4.367169488534681
4487,8098212,5192,4.349, 15.22, 0.03,18873, 1.357585, 0.688849,0,0,0,0,0,0,0,0,0,Simbad,292.02829,43.94636,8098212,14.371,18873.0,4.275840939904668
4498,4844367,5852,4.536,  9.97, 0.01,17135, 1.256493, 0.693299,0,0,0,0,0,0,0,0,0,Simbad,294.22134,39.98952,4844367,14.841,17135.0,4.233884108765886
4504,6520753,5286,4.563,  9.13, 0.00,19985, 1.421489, 0.752394,0,0,0,0,0,0,0,0,0,Simbad,291.2941,41.91283,6520753,15.956,19985.0,4.300704152596124
4508,5457326,4527,4.5, 27.96, 0.37, 5790, 0.736657, 0.496910,0,0,0,0,0,0,0,0,0,Simbad,294.3735,40.65144,5457326,15.352,5790.0,3.762678563727436
4524,5003670,5703,4.464, 21.87, 0.42, 2655, 0.523712, 0.353228,0,0,0,0,0,0,0,0,0,Simbad,289.5484,40.1642,5003670,14.955,2655.0,3.4240645254174877
4588,8806985,6483,4.207, 13.43, 0.07,  584, 0.569620, 0.327853,0,1,0,0,0,0,0,0,0,Simbad,286.51355,45.03804,8806985,12.912,584.0,2.7664128471123997
4613,10220837,5517,4.427, 24.84, 1.32, 1596, 0.419692, 0.299951,0,0,0,0,0,0,0,0,0,Simbad,296.58755,47.20716,10220837,13.885,1596.0,3.2030328870147105
4643,11655826,5618,4.501, 15.35, 0.01,11796, 1.315102, 0.666685,0,0,0,0,0,0,0,0,0,Simbad,288.44839,49.71403,11655826,15.308,11796.0,4.0717347638797605
4644,1721157,4968,4.63, 11.86, 0.02,10732, 1.021859, 0.559212,0,0,0,0,0,0,0,0,0,Simbad,291.45734,37.20684,1721157,15.144,10732.0,4.0306806639999015
4649,4750669,5420,4.702, 21.14, 0.24,10487, 0.990243, 0.571057,0,0,0,0,0,0,0,0,0,Simbad,292.96661,39.89964,4750669,15.446,10487.0,4.020651268004342
