KOI,KIC,Teff,log(g),Prot,e_Prot,Rvar,LPH,w,D,N,C,G,T,F,R,M1,M2,Simbad,_RA,_DE,kepid,kepmag,r,logr
1916,6037581,5776,4.525, 10.25, 0.11, 3804, 0.758619, 0.486451,0,0,0,0,0,0,0,0,0,Simbad,290.23764,41.33138,6037581,13.598,3804.0,3.5802405082653763
1920,8218379,5303,4.601, 26.08, 0.04, 4398, 0.794066, 0.480232,0,0,0,0,0,0,0,0,0,Simbad,285.12204,44.1106,8218379,14.64,4398.0,3.6432552250247716
1923,4989057,5352,4.197, 31.93, 5.24, 1914, 0.508653, 0.305171,0,0,0,0,0,0,0,0,0,Simbad,283.46936,40.13261,4989057,14.139,1914.0,3.281941933440825
1931,10978763,5417,4.723, 16.84, 0.06,16510, 1.248667, 0.657084,0,0,0,0,0,0,0,0,0,Simbad,293.35172,48.44464,10978763,14.531,16510.0,4.217747073262793
1934,4242147,4389,4.77, 16.34, 0.15, 7888, 0.875212, 0.497855,0,0,0,0,0,0,0,0,0,Simbad,284.96967,39.36029,4242147,14.649,7888.0,3.8969669019331548
1937,10190777,4212,4.55, 22.92, 0.04,15046, 1.324152, 0.660508,0,0,0,0,0,0,0,0,0,Simbad,283.71753,47.20445,10190777,13.59,15046.0,4.177421057483169
1939,7045496,5239,4.734, 14.42, 0.01,24733, 1.549637, 0.701590,0,0,0,0,0,0,0,0,0,Simbad,295.2049,42.55968,7045496,15.164,24733.0,4.393276797494561
1940,10005788,4218,4.581, 18.66, 0.02, 8766, 1.051356, 0.611156,0,0,0,0,0,0,0,0,0,Simbad,289.35202,46.97373,10005788,15.389,8766.0,3.9428014663179405
1942,2832589,5081,4.832, 21.10, 0.07,13340, 1.099234, 0.616624,0,0,0,0,0,0,0,0,0,Simbad,286.00674,38.00954,2832589,15.409,13340.0,4.12515582958053
1944,2438513,6265,3.977, 13.23, 0.12,14393, 1.382395, 0.651362,0,0,0,0,0,0,0,0,0,Simbad,290.32867,37.72311,2438513,13.982,14393.0,4.158151325392703
1958,9836149,5722,4.823, 10.39, 0.00,15557, 1.321896, 0.705358,0,0,0,0,0,0,0,0,0,Simbad,293.98157,46.68775,9836149,15.2,15557.0,4.191925851711436
1959,4813563,4741,4.44, 25.85, 0.40, 3540, 0.605173, 0.393604,0,0,0,0,0,0,0,0,0,Simbad,283.60526,39.99798,4813563,14.254,3540.0,3.5490032620257876
1963,10917681,5811,4.517, 13.87, 0.06, 2877, 0.612553, 0.436531,0,0,0,0,0,0,0,0,0,Simbad,290.60745,48.35718,10917681,14.107,2877.0,3.458939861890326
1969,9244756,5435,4.575, 12.66, 0.09, 9774, 1.128958, 0.661260,0,0,0,0,0,0,0,0,0,Simbad,300.41751,45.60552,9244756,15.017,9774.0,3.990072334692153
1971,9347009,4872,4.772, 25.58, 0.39, 8164, 0.844055, 0.543519,0,0,0,0,0,0,0,0,0,Simbad,293.68192,45.81756,9347009,15.719,8164.0,3.911902996044033
1972,11253711,5816,4.5, 20.96, 0.47, 1123, 0.648604, 0.405977,0,0,0,0,0,0,0,0,0,Simbad,296.08975,48.95537,11253711,13.8,1123.0,3.050379756261458
1973,4917596,4360,4.493, 13.01, 0.02, 9076, 1.050210, 0.573418,0,0,0,0,0,0,0,0,0,Simbad,289.93085,40.09775,4917596,15.753,9076.0,3.9578944872128985
1977,9412760,4250,4.585, 13.16, 0.02,10159, 1.519508, 0.734472,0,0,0,0,0,0,0,0,0,Simbad,295.22879,45.97102,9412760,14.028,10159.0,4.006850960324272
1978,9518318,5693,4.477, 21.93, 0.47, 4408, 0.703395, 0.437992,0,0,0,0,0,0,0,0,0,Simbad,288.0119,46.11761,9518318,15.214,4408.0,3.6442415858437287
1980,11769890,5431,4.588, 21.98, 0.10, 7808, 0.870721, 0.529933,0,0,0,0,0,0,0,0,0,Simbad,295.18164,49.94578,11769890,13.8,7808.0,3.8925398046586355
1981,10153855,5078,4.41, 11.94, 0.01,19512, 1.241978, 0.675289,0,0,0,0,0,0,0,0,0,Simbad,296.34103,47.17086,10153855,14.229,19512.0,4.290301787305674
1982,6862721,5357,4.615,  9.25, 0.02,16044, 1.258671, 0.683721,0,0,0,0,0,0,0,0,0,Simbad,291.71146,42.3415,6862721,15.768,16044.0,4.205312653309609
1985,8142942,4814,4.24, 25.65, 0.49,10651, 1.155714, 0.605251,0,0,0,0,0,0,0,0,0,Simbad,280.92612,44.08793,8142942,13.708,10651.0,4.02739038468497
1988,9044228,4604,4.029, 35.20, 7.06, 3071, 0.664287, 0.404253,0,0,0,0,0,0,0,0,0,Simbad,298.3266,45.31551,9044228,14.145,3071.0,3.4872798164430687
1989,10779233,5564,4.276, 18.80, 0.06, 6145, 0.840539, 0.534511,0,0,0,0,0,0,0,0,0,Simbad,283.11377,48.13139,10779233,13.328,6145.0,3.788521887222473
1996,4736569,4619,4.511, 20.11, 0.05,34829, 1.566500, 0.690638,0,0,0,0,0,0,0,0,0,Simbad,288.66891,39.82401,4736569,15.629,34829.0,4.5419410053018625
1998,9834040,6001,4.639, 14.84, 0.12, 2531, 0.446616, 0.322290,0,0,0,0,0,0,0,0,0,Simbad,293.14447,46.66624,9834040,15.368,2531.0,3.4032921451582543
2000,8802693,5247,4.661, 21.17, 0.68, 6162, 0.795551, 0.532108,0,0,0,0,0,0,0,0,0,Simbad,284.18329,45.0741,8802693,15.593,6162.0,3.7897216939809217
2001,6061773,4948,4.188, 16.32, 0.04,26295, 1.455237, 0.696527,0,0,0,0,0,0,0,0,0,Simbad,297.02109,41.37717,6061773,13.115,26295.0,4.419873175149476
2002,10024701,5783,4.523, 10.10, 0.61, 4036, 0.670236, 0.435542,0,0,0,0,0,0,0,0,0,Simbad,296.75574,46.99829,10024701,13.286,4036.0,3.605951157564873
2005,6665512,4360,4.583, 15.94, 0.04, 7015, 1.112505, 0.624205,0,0,0,0,0,0,0,0,0,Simbad,281.89835,42.16579,6665512,14.832,7015.0,3.8460276753643785
2006,10525027,3805,4.805, 28.75, 0.08, 8899, 1.140609, 0.618597,1,0,0,0,0,0,0,0,0,Simbad,287.34674,47.77296,10525027,14.22,8899.0,3.949341206770497
2012,9839821,5615,4.887, 13.30, 0.01, 9929, 1.021557, 0.635364,0,0,0,0,0,0,0,0,0,Simbad,295.34271,46.60226,9839821,14.876,9929.0,3.996905510695666
2013,4056616,4115,4.65, 14.74, 0.02, 8019, 1.156290, 0.638507,0,0,0,0,0,0,0,0,0,Simbad,291.41864,39.12742,4056616,13.156,8019.0,3.9041202134761996
2017,8750043,5554,4.518, 11.87, 0.01,25509, 1.222488, 0.691062,0,0,0,0,0,0,0,0,0,Simbad,290.48676,44.93262,8750043,13.09,25509.0,4.406693433796212
2019,6226290,5545,4.626, 13.63, 0.02,11624, 1.239321, 0.674848,0,0,0,0,0,0,0,0,0,Simbad,297.45215,41.55813,6226290,15.624,11624.0,4.065355601289965
2021,6356207,4883,4.741, 19.07, 0.14,17894, 1.003484, 0.599491,0,0,0,0,0,0,0,0,0,Simbad,289.22021,41.70648,6356207,15.484,17894.0,4.252707433007282
2022,8564674,5696,4.817,  7.82, 0.00,19564, 1.472584, 0.746564,0,0,0,0,0,0,0,0,0,Simbad,293.67648,44.61558,8564674,14.746,19564.0,4.291457654149244
2023,8578780,5262,4.413, 22.26, 0.55, 5885, 0.615338, 0.421110,0,0,0,0,0,0,0,0,0,Simbad,297.95416,44.66748,8578780,15.15,5885.0,3.7697464671794534
2026,11923284,6176,4.304,  9.72, 0.12, 5157, 0.889135, 0.546234,0,0,0,0,0,0,0,0,0,Simbad,296.23001,50.27523,11923284,13.263,5157.0,3.712397131406715
2029,9489524,5072,4.71, 16.07, 0.02,20426, 1.359729, 0.686889,0,0,0,0,0,0,0,0,0,Simbad,299.89651,46.05197,9489524,12.957,20426.0,4.310183327571689
2031,5940165,4310,4.576, 15.89, 0.11, 8679, 1.283097, 0.715329,0,0,0,0,0,0,0,0,0,Simbad,283.89941,41.22161,5940165,14.796,8679.0,3.9384696883676455
2034,3657758,5443,4.547, 10.47, 0.05,24582, 1.363976, 0.727164,0,0,0,0,0,0,0,0,0,Simbad,294.51126,38.7905,3657758,15.54,24582.0,4.390617214336786
2035,9790806,5445,4.292,  7.06, 0.00,15686, 1.390834, 0.734904,0,0,0,0,0,0,0,0,0,Simbad,298.86658,46.50224,9790806,13.007,15686.0,4.195512210674072
2036,6382217,3908,4.734, 32.22, 0.06,14945, 1.289581, 0.620498,1,0,0,0,0,0,0,0,0,Simbad,296.85663,41.75818,6382217,15.773,14945.0,4.1744959193753
2038,8950568,5497,4.64, 23.50, 0.11, 6242, 0.653645, 0.429556,0,0,0,0,0,0,0,0,0,Simbad,290.97342,45.29032,8950568,14.779,6242.0,3.795323764329314
2039,8804845,5429,4.974, 17.29, 0.16,12483, 1.074399, 0.624937,0,0,0,0,0,0,0,0,0,Simbad,285.38742,45.04905,8804845,14.305,12483.0,4.09631897051261
2042,9111849,6349,3.842,  1.76, 0.00, 1067, 0.832196, 0.534447,0,0,0,0,0,0,0,0,0,Simbad,298.75018,45.4664,9111849,13.089,1067.0,3.0281644194244697
2044,9656252,5805,4.506, 17.58, 0.10, 4664, 0.756308, 0.484155,0,0,0,0,0,0,0,0,0,Simbad,294.64816,46.39236,9656252,15.818,4664.0,3.668758541750958
2045,6026438,4484,4.586, 28.38, 0.54, 6311, 1.158793, 0.595399,0,0,0,0,0,0,0,0,0,Simbad,285.75146,41.33564,6026438,15.549,6311.0,3.8000981801747757
2048,8956206,4997,4.753, 16.73, 0.13,23987, 1.265886, 0.685495,0,0,0,0,0,0,0,0,0,Simbad,293.05801,45.24882,8956206,15.801,23987.0,4.379975935132622
2052,3248501,6097,4.552,  4.16, 0.00,10813, 1.386065, 0.751555,0,0,0,0,0,0,0,0,0,Simbad,294.69772,38.36416,3248501,15.341,10813.0,4.033946202990361
2056,10134152,5806,4.723, 20.02, 0.14, 2299, 0.435915, 0.305316,0,0,0,0,0,0,0,0,0,Simbad,289.06433,47.11742,10134152,14.476,2299.0,3.361538971269279
2057,9573685,3865,4.751, 30.04, 0.17,13238, 1.216667, 0.618040,1,0,0,0,0,0,0,0,0,Simbad,284.47653,46.25258,9573685,15.026,13238.0,4.121822376752185
2058,10329835,3836,4.761, 22.29, 0.07, 3240, 0.651861, 0.393387,1,0,0,0,0,0,0,0,0,Simbad,287.50116,47.46927,10329835,15.313,3240.0,3.510545010206612
2059,12301181,4536,4.516, 41.45, 2.34, 1604, 0.480891, 0.273833,0,0,0,0,0,0,0,0,0,Simbad,287.59009,51.06057,12301181,12.906,1604.0,3.2052043639481447
2060,9279354,4625,4.515, 21.85, 0.11,16071, 1.113121, 0.643143,0,0,0,0,0,0,0,0,0,Simbad,291.22433,45.77809,9279354,15.229,16071.0,4.2060429010925215
2061,12061969,4921,4.643, 19.09, 0.03,25251, 1.540669, 0.687455,0,0,0,0,0,0,0,0,0,Simbad,291.65952,50.58388,12061969,15.753,25251.0,4.402278581895561
2075,10857519,6145,4.155,  8.53, 0.94,  947, 0.478906, 0.377308,0,0,0,0,0,0,0,0,0,Simbad,290.10196,48.25114,10857519,12.217,947.0,2.9763499790032735
2078,9351316,4193,4.594, 12.72, 0.01,17276, 1.353125, 0.727439,0,0,0,0,0,0,0,0,0,Simbad,295.25116,45.84297,9351316,15.561,17276.0,4.2374431953754605
2080,10864531,5652,4.555, 21.76, 0.27, 5923, 0.700339, 0.443381,0,0,0,0,0,0,0,0,0,Simbad,293.23022,48.28137,10864531,15.375,5923.0,3.7725417326409434
2084,3967326,5029,4.334,  9.59, 0.02,19701, 1.266556, 0.663369,0,0,0,0,0,0,0,0,0,Simbad,294.84003,39.08599,3967326,15.168,19701.0,4.294488271007257
2087,6922710,5912,4.282, 13.76, 0.06, 2109, 0.691892, 0.482128,0,0,0,0,0,0,0,0,0,Simbad,281.56146,42.4505,6922710,11.863,2109.0,3.3240765797394864
2090,11348997,3689,4.771, 36.47, 0.13,12857, 1.147555, 0.588628,1,0,0,0,0,0,0,0,0,Simbad,291.09274,49.19006,11348997,15.535,12857.0,4.109139643904016
2091,5705819,5075,4.618, 19.18, 1.05, 5335, 0.692152, 0.422864,0,0,0,0,0,0,0,0,0,Simbad,291.91287,40.95389,5705819,15.789,5335.0,3.727134423760489
2094,8505920,5213,4.299, 19.47, 0.13, 6260, 0.971736, 0.607823,0,0,0,0,0,0,0,0,0,Simbad,295.66287,44.52584,8505920,15.001,6260.0,3.7965743332104296
2095,7918992,5484,4.674, 14.75, 0.13, 3019, 0.644107, 0.413728,0,0,0,0,0,0,0,0,0,Simbad,299.78546,43.67075,7918992,14.691,3019.0,3.479863113023098
2101,9411412,4136,4.595, 14.32, 0.00, 7931, 1.097131, 0.606879,0,0,0,0,0,0,0,0,0,Simbad,294.70938,45.9695,9411412,15.068,7931.0,3.8993279498776543
2102,7008211,5100,4.496, 30.84, 1.06, 2970, 0.439665, 0.306244,0,0,0,0,0,0,0,0,0,Simbad,281.59415,42.59641,7008211,15.206,2970.0,3.4727564493172123
2106,12017109,5567,4.81, 20.67, 0.18, 6447, 0.968454, 0.554454,0,0,0,0,0,0,0,0,0,Simbad,293.90057,50.42705,12017109,15.158,6447.0,3.8093576702111056
2109,11499228,6060,4.47, 11.13, 0.09, 1685, 0.641067, 0.453823,0,0,0,0,0,0,0,0,0,Simbad,287.38208,49.45239,11499228,14.09,1685.0,3.2265999052073573
2110,11460462,6216,4.32,  4.26, 0.01,  394, 0.414820, 0.298661,0,0,0,0,0,0,0,0,0,Simbad,294.46854,49.33102,11460462,12.189,394.0,2.595496221825574
2111,8612275,5724,4.419, 10.19, 0.00,17412, 1.501598, 0.725113,0,0,0,0,0,0,0,0,0,Simbad,286.28473,44.78155,8612275,14.866,17412.0,4.240848658485361
2114,6921944,4061,4.426, 13.46, 0.05, 8300, 1.028911, 0.567261,0,0,0,0,0,0,0,0,0,Simbad,281.11176,42.45491,6921944,15.18,8300.0,3.9190780923760737
2115,9532052,5184,4.448, 10.57, 0.01,11361, 1.496710, 0.731421,0,0,0,0,0,0,0,0,0,Simbad,294.15332,46.16644,9532052,16.144,11361.0,4.055416559840489
2117,4140813,4298,4.722, 19.35, 0.07, 8407, 1.397539, 0.685008,0,0,0,0,0,0,0,0,0,Simbad,286.47934,39.26996,4140813,15.637,8407.0,3.924641047417163
2119,4055304,5022,4.503, 17.95, 0.02,25678, 1.232007, 0.668140,0,0,0,0,0,0,0,0,0,Simbad,291.04993,39.14167,4055304,14.098,25678.0,4.40956119452185
2120,4857213,4964,4.23, 19.94, 0.03, 7896, 0.946962, 0.580871,0,0,0,0,0,0,0,0,0,Simbad,297.07465,39.93385,4857213,13.714,7896.0,3.8974071396615804
2121,9415108,5356,4.734, 17.80, 0.11,10165, 0.948438, 0.605672,0,0,0,0,0,0,0,0,0,Simbad,296.04233,45.98514,9415108,14.979,10165.0,4.007107382974057
2124,11462341,4103,4.513, 15.82, 0.01, 4833, 1.113474, 0.623161,0,0,0,0,0,0,0,0,0,Simbad,295.28854,49.37979,11462341,14.275,4833.0,3.6842167951388807
2125,9405595,6000,4.524, 16.20, 0.05, 3075, 0.413424, 0.287338,0,0,0,0,0,0,0,0,0,Simbad,292.46429,45.96829,9405595,15.347,3075.0,3.4878451201114355
2130,2161536,3960,4.702, 27.04, 0.11, 9044, 1.046736, 0.603675,1,0,0,0,0,0,0,0,0,Simbad,291.7262,37.5289,2161536,15.661,9044.0,3.956360553673322
2146,6774537,4825,4.485, 29.38, 0.03, 6910, 0.899608, 0.519584,0,0,0,0,0,0,0,0,0,Simbad,290.91449,42.28658,6774537,15.333,6910.0,3.8394780473741985
2149,10617017,6089,4.195,  7.49, 0.21,  445, 0.339439, 0.250518,0,0,0,0,0,0,0,0,0,Simbad,297.78659,47.88612,10617017,12.071,445.0,2.6483600109809315
2150,3229150,5664,4.613, 18.01, 0.30, 4858, 0.620420, 0.449092,0,0,0,0,0,0,0,0,0,Simbad,289.84286,38.3096,3229150,15.253,4858.0,3.6864575104691117
2156,2556650,3694,4.797, 28.25, 0.04, 8590, 1.058731, 0.619939,1,0,0,0,0,0,0,0,0,Simbad,286.59427,37.89126,2556650,15.959,8590.0,3.9339931638312424
2166,4370527,5399,4.625, 19.82, 0.17, 8625, 0.850583, 0.553072,0,0,0,0,0,0,0,0,0,Simbad,293.06335,39.40345,4370527,15.722,8625.0,3.935759103745312
2169,9006186,5299,4.383, 27.58, 0.17, 6963, 0.774435, 0.460972,0,0,0,0,0,0,0,0,0,Simbad,285.20749,45.38435,9006186,12.404,6963.0,3.84279639517558
2171,11410904,5708,4.788, 11.24, 0.00,22283, 1.391957, 0.705903,0,0,0,0,0,0,0,0,0,Simbad,295.65149,49.26129,11410904,14.972,22283.0,4.347973660278038
2172,4173026,5516,4.43, 11.51, 0.11,20833, 1.034156, 0.611931,0,0,0,0,0,0,0,0,0,Simbad,295.164,39.20141,4173026,15.104,20833.0,4.318751813857112
2173,11774991,4666,4.49, 16.51, 0.76,11235, 1.407926, 0.705497,0,0,0,0,0,0,0,0,0,Simbad,297.29242,49.98163,11774991,12.879,11235.0,4.050573076755148
2174,8261920,4221,4.558, 11.69, 0.03, 9852, 1.232648, 0.656702,0,0,0,0,0,0,0,0,0,Simbad,300.24222,44.1414,8261920,15.673,9852.0,3.993524403167066
2177,10965588,5175,4.816, 24.71, 0.15, 6062, 0.716674, 0.485414,0,0,0,0,0,0,0,0,0,Simbad,286.36746,48.42393,10965588,15.481,6062.0,3.7826159320316033
2179,10670119,3583,4.849, 19.43, 0.09,11101, 1.215314, 0.667378,1,0,0,0,0,0,0,0,0,Simbad,293.67422,47.90846,10670119,15.673,11101.0,4.045362102653348
2180,7286911,5440,4.588, 27.93, 0.95, 2631, 0.617556, 0.381717,0,0,0,0,0,0,0,0,0,Simbad,293.32242,42.86747,7286911,14.816,2631.0,3.420120848085703
2181,8591173,4943,4.198, 11.28, 0.00,18115, 1.356838, 0.723990,0,0,0,0,0,0,0,0,0,Simbad,301.34286,44.67221,8591173,14.414,18115.0,4.258038338370556
2189,5730445,4825,4.317, 38.53, 7.68, 4566, 0.434357, 0.253107,0,0,0,0,0,0,0,0,0,Simbad,298.07474,40.94899,5730445,15.253,4566.0,3.6595359071542166
2191,5601258,3725,4.799, 17.77, 0.04,11912, 1.414545, 0.736129,1,0,0,0,0,0,0,0,0,Simbad,285.08655,40.899,5601258,14.911,11912.0,4.07598468474412
2193,8282651,4322,4.578, 30.78, 1.12, 3554, 0.499032, 0.330116,0,0,0,0,0,0,0,0,0,Simbad,284.10779,44.24581,8282651,15.658,3554.0,3.550717423469283
2199,11705004,5184,4.632, 19.70, 0.05,17447, 1.345229, 0.653354,0,0,0,0,0,0,0,0,0,Simbad,287.53503,49.80166,11705004,15.901,17447.0,4.241720761068594
2200,10909127,5534,4.436, 24.92, 0.44, 3349, 0.444838, 0.309624,0,0,0,0,0,0,0,0,0,Simbad,285.89923,48.3073,10909127,15.353,3349.0,3.524915147539867
2202,4144576,5123,4.663, 26.76, 0.03,15002, 1.308164, 0.614163,0,0,0,0,0,0,0,0,0,Simbad,287.94562,39.23057,4144576,14.113,15002.0,4.176149161126549
2210,4142847,4762,4.589, 23.52, 0.04,10771, 1.053605, 0.610386,0,0,0,0,0,0,0,0,0,Simbad,287.30283,39.28969,4142847,15.195,10771.0,4.032256025890453
2214,10328458,4658,4.646, 34.35, 1.52, 3710, 0.359049, 0.266408,0,0,0,0,0,0,0,0,0,Simbad,286.71661,47.42563,10328458,15.848,3710.0,3.569373909615046
2217,9580992,5164,4.66, 29.85, 0.40, 7310, 0.647885, 0.401521,0,0,0,0,0,0,0,0,0,Simbad,288.64252,46.21566,9580992,15.191,7310.0,3.8639173769578603
2219,5357545,4853,4.634, 43.21, 7.72, 2961, 0.546365, 0.286470,0,0,0,0,0,0,0,0,0,Simbad,290.26535,40.54865,5357545,14.099,2961.0,3.471438407389299
2223,9278725,4851,4.528, 16.81, 0.07,15268, 1.132270, 0.649921,0,0,0,0,0,0,0,0,0,Simbad,290.95355,45.71953,9278725,15.277,15268.0,4.183782151277061
2225,11569782,4655,4.13, 15.83, 0.02, 7031, 1.007045, 0.565916,0,0,0,0,0,0,0,0,0,Simbad,296.72449,49.53271,11569782,14.435,7031.0,3.847017097935354
2229,4473226,5571,4.46, 15.39, 0.08,13366, 1.228009, 0.654926,0,0,0,0,0,0,0,0,0,Simbad,293.98358,39.57288,4473226,15.707,13366.0,4.126001456787675
2238,8229458,3887,4.729, 14.97, 0.03,11319, 1.460978, 0.738691,1,0,0,0,0,0,0,0,0,Simbad,290.43402,44.10765,8229458,14.634,11319.0,4.053808059920658
2241,5125347,5926,4.483, 11.13, 1.36, 2743, 0.407830, 0.294270,0,0,0,0,0,0,0,0,0,Simbad,298.08453,40.28325,5125347,15.302,2743.0,3.4382258076045296
2242,9336200,5383,4.795, 16.01, 0.10,26648, 1.476578, 0.689967,0,0,0,0,0,0,0,0,0,Simbad,289.14722,45.86618,9336200,15.758,26648.0,4.42566461968312
2248,11030475,5128,4.608, 14.77, 0.01,20478, 1.446282, 0.695111,0,0,0,0,0,0,0,0,0,Simbad,292.23993,48.51157,11030475,15.498,20478.0,4.311287538662283
2250,5942808,4749,4.489, 24.12, 0.24,17034, 0.903338, 0.583472,0,0,0,0,0,0,0,0,0,Simbad,285.21667,41.28243,5942808,15.622,17034.0,4.231316642909501
2256,9112931,4226,4.461, 38.92, 0.81, 3846, 0.369145, 0.251334,0,0,0,0,0,0,0,0,0,Simbad,299.07709,45.44064,9112931,15.813,3846.0,3.585009279902461
2259,8126558,5331,4.403, 23.18, 0.35, 5504, 0.643029, 0.458125,0,0,0,0,0,0,0,0,0,Simbad,300.1705,43.98497,8126558,15.364,5504.0,3.740678425227455
2261,3734418,5052,4.509, 11.35, 0.00,14526, 1.472220, 0.733199,0,0,0,0,0,0,0,0,0,Simbad,287.52963,38.89451,3734418,14.11,14526.0,4.162146039825377
2264,12256520,5408,4.374, 31.09, 1.80, 1796, 0.677891, 0.391034,0,0,0,0,0,0,0,0,0,Simbad,290.34851,50.90285,12256520,14.477,1796.0,3.2543063323312857
2266,10489345,4778,4.491, 28.05, 0.17, 9675, 0.987116, 0.554603,0,0,0,0,0,0,0,0,0,Simbad,298.30273,47.69403,10489345,15.942,9675.0,3.985650973690949
2273,9717943,5934,4.314, 12.55, 0.24,  981, 0.332888, 0.252248,0,0,0,0,0,0,0,0,0,Simbad,294.91156,46.49146,9717943,12.716,981.0,2.9916690073799486
2274,7960980,5065,4.661, 31.03, 8.23, 6630, 0.411570, 0.295409,0,0,0,0,0,0,0,0,0,Simbad,292.16858,43.77967,7960980,15.909,6630.0,3.821513528404773
2283,10206675,4226,4.597, 44.22, 1.33, 5498, 0.482278, 0.269431,0,0,0,0,0,0,0,0,0,Simbad,291.37744,47.21257,10206675,15.245,5498.0,3.7402047355074495
2290,12121570,4969,4.893, 36.98, 4.78, 2087, 0.443794, 0.258803,0,0,0,0,0,0,0,0,0,Simbad,296.85101,50.69893,12121570,14.447,2087.0,3.3195224490654542
2293,8321314,5328,4.375, 25.86, 2.96, 3174, 0.351547, 0.260615,0,0,0,0,0,0,0,0,0,Simbad,298.45013,44.28401,8321314,14.837,3174.0,3.5016069224188295
2298,9334893,4649,4.549, 18.40, 0.11, 8913, 1.392430, 0.689682,0,0,0,0,0,0,0,0,0,Simbad,288.45605,45.80212,9334893,13.831,8913.0,3.9500239065233265
2299,9963265,5830,4.735, 17.04, 0.10, 3731, 0.692774, 0.460339,0,0,0,0,0,0,0,0,0,Simbad,296.56006,46.85748,9963265,15.315,3731.0,3.571825249040829
2305,10874215,5591,4.804, 23.86, 3.26, 4287, 0.371078, 0.269358,0,0,0,0,0,0,0,0,0,Simbad,296.71274,48.27231,10874215,15.728,4287.0,3.6321534835106326
2306,6666233,3881,4.738, 24.87, 0.33, 9063, 0.838910, 0.521863,1,0,0,0,0,0,0,0,0,Simbad,282.28439,42.15419,6666233,14.78,9063.0,3.957271979992943
2307,7661065,5315,4.563, 19.64, 0.02,11283, 1.015057, 0.600950,0,0,0,0,0,0,0,0,0,Simbad,282.14923,43.37859,7661065,14.854,11283.0,4.0524245881420615
2311,4247991,5338,4.902, 12.73, 0.07,12415, 1.327262, 0.708335,0,0,0,0,0,0,0,0,0,Simbad,287.24118,39.33276,4247991,12.57,12415.0,4.093946723890583
2314,3219995,5893,4.509, 12.66, 0.06, 5383, 0.850300, 0.559570,0,0,0,0,0,0,0,0,0,Simbad,286.892,38.31855,3219995,14.562,5383.0,3.731024379815688
2318,11495458,4558,4.525, 15.56, 0.01, 7070, 0.974702, 0.546949,0,0,0,0,0,0,0,0,0,Simbad,284.99963,49.47998,11495458,14.471,7070.0,3.8494194137968996
2325,7120108,4869,4.346, 29.94, 0.24, 5926, 0.711392, 0.455655,0,0,0,0,0,0,0,0,0,Simbad,292.51398,42.65176,7120108,14.413,5926.0,3.772761647144032
2329,11192235,3815,4.756, 34.61, 0.48, 7344, 0.878172, 0.513157,1,0,0,0,0,0,0,0,0,Simbad,292.76993,48.89962,11192235,15.655,7344.0,3.865932668193186
2339,7033233,4606,4.383, 18.19, 0.01,24533, 1.445974, 0.693358,0,0,0,0,0,0,0,0,0,Simbad,291.66928,42.59071,7033233,15.13,24533.0,4.389750658837507
2346,8561231,5500,4.874, 20.51, 2.99, 4431, 0.604475, 0.440185,0,0,0,0,0,0,0,0,0,Simbad,292.29062,44.65325,8561231,15.658,4431.0,3.646501750031612
2350,6200235,5180,4.374, 10.92, 0.01,16717, 1.288928, 0.699592,0,0,0,0,0,0,0,0,0,Simbad,290.27969,41.51505,6200235,15.143,16717.0,4.223158342460344
2354,7215678,5818,4.522, 13.84, 0.24, 2748, 0.840235, 0.554481,0,0,0,0,0,0,0,0,0,Simbad,296.06625,42.76822,7215678,14.519,2748.0,3.4390167283875126
2355,11670125,4691,4.493, 18.50, 0.00,22060, 1.400065, 0.688024,0,0,0,0,0,0,0,0,0,Simbad,295.93842,49.79114,11670125,15.975,22060.0,4.343605508104172
2356,11461844,5820,4.577, 17.11, 0.63, 1392, 0.422565, 0.330133,0,0,0,0,0,0,0,0,0,Simbad,295.06424,49.35899,11461844,14.5,1392.0,3.1436392352745433
2358,5716932,6188,4.513,  5.88, 0.09,  811, 0.595724, 0.427587,0,0,0,0,0,0,0,0,0,Simbad,295.1391,40.97906,5716932,13.524,811.0,2.909020854211156
2361,11566256,5803,4.799, 20.07, 0.90, 4267, 0.476954, 0.328609,0,0,0,0,0,0,0,0,0,Simbad,295.30255,49.58912,11566256,15.049,4267.0,3.630122642859312
2377,5906426,5054,4.514, 23.78, 0.12, 5775, 1.014099, 0.577980,0,0,0,0,0,0,0,0,0,Simbad,299.29227,41.15308,5906426,14.782,5775.0,3.761551988564182
2378,10813132,5430,4.426, 23.74, 0.71, 4787, 0.748173, 0.473318,0,0,0,0,0,0,0,0,0,Simbad,297.46362,48.18141,10813132,14.431,4787.0,3.6800634274819486
2386,4172013,5597,4.935,  8.01, 0.11, 3276, 0.624698, 0.381687,0,0,0,0,0,0,0,0,0,Simbad,294.94009,39.23257,4172013,14.94,3276.0,3.5153438930883807
2390,10289119,5775,4.288, 29.36, 0.85,  803, 0.759673, 0.413923,0,0,0,0,0,0,0,0,0,Simbad,297.21579,47.37852,10289119,12.249,803.0,2.904715545278681
2392,7382313,5524,4.419, 15.39, 0.04, 9031, 0.985402, 0.617011,0,0,0,0,0,0,0,0,0,Simbad,297.07037,42.97774,7382313,14.985,9031.0,3.9557358422776656
2396,12115188,5331,4.463, 29.41, 0.37, 5118, 0.616521, 0.379705,0,0,0,0,0,0,0,0,0,Simbad,293.97278,50.64514,12115188,14.672,5118.0,3.7091002815511667
